-7.54 0.0173366 0.00173366
-7.41 0.0174534 0.00174534
-7.28 0.017684 0.0017684
-7.15 0.0180227 0.00180227
-7.02 0.0184621 0.00184621
-6.89 0.018994 0.0018994
-6.76 0.0196102 0.00196102
-6.63 0.0203037 0.00203037
-6.5 0.021069 0.0021069
-6.37 0.0219026 0.00219026
-6.24 0.0228032 0.00228032
-6.11 0.0237714 0.00237714
-5.98 0.0248097 0.00248097
-5.85 0.0259221 0.00259221
-5.72 0.0271141 0.00271141
-5.59 0.0283927 0.00283927
-5.46 0.0297657 0.00297657
-5.33 0.0312427 0.00312427
-5.2 0.0328344 0.00328344
-5.07 0.034553 0.0034553
-4.94 0.0364128 0.00364128
-4.81 0.0384297 0.00384297
-4.68 0.0406224 0.00406224
-4.55 0.0430124 0.00430124
-4.42 0.0456245 0.00456245
-4.29 0.048488 0.0048488
-4.16 0.0516369 0.00516369
-4.03 0.0551118 0.00551118
-3.9 0.0589605 0.00589605
-3.77 0.0632406 0.00632406
-3.64 0.0680219 0.00680219
-3.51 0.0733893 0.00733893
-3.38 0.0794483 0.00794483
-3.25 0.0863311 0.00863311
-3.12 0.0942076 0.00942076
-2.99 0.103301 0.0103301
-2.86 0.113917 0.0113917
-2.73 0.126486 0.0126486
-2.6 0.141644 0.0141644
-2.47 0.160363 0.0160363
-2.34 0.184159 0.0184159
-2.21 0.215425 0.0215425
-2.08 0.25789 0.025789
-1.95 0.317235 0.0317235
-1.82 0.401781 0.0401781
-1.69 0.523106 0.0523106
-1.56 0.696295 0.0696295
-1.43 0.939441 0.0939441
-1.3 1.27194 0.127194
-1.17 1.7113 0.17113
-1.04 2.2685 0.22685
-0.91 2.94248 0.294248
-0.78 3.71503 0.371503
-0.65 4.5477 0.45477
-0.52 5.38243 0.538243
-0.39 6.14688 0.614688
-0.26 6.7644 0.67644
-0.13 7.16666 0.716666
0 7.30638 0.730638
0.13 7.16666 0.716666
0.26 6.7644 0.67644
0.39 6.14688 0.614688
0.52 5.38243 0.538243
0.65 4.5477 0.45477
0.78 3.71503 0.371503
0.91 2.94248 0.294248
1.04 2.2685 0.22685
1.17 1.7113 0.17113
1.3 1.27194 0.127194
1.43 0.939441 0.0939441
1.56 0.696295 0.0696295
1.69 0.523106 0.0523106
1.82 0.401781 0.0401781
1.95 0.317235 0.0317235
2.08 0.25789 0.025789
2.21 0.215425 0.0215425
2.34 0.184159 0.0184159
2.47 0.160363 0.0160363
2.6 0.141644 0.0141644
2.73 0.126486 0.0126486
2.86 0.113917 0.0113917
2.99 0.103301 0.0103301
3.12 0.0942076 0.00942076
3.25 0.0863311 0.00863311
3.38 0.0794483 0.00794483
3.51 0.0733893 0.00733893
3.64 0.0680219 0.00680219
3.77 0.0632406 0.00632406
3.9 0.0589605 0.00589605
4.03 0.0551118 0.00551118
4.16 0.0516369 0.00516369
4.29 0.048488 0.0048488
4.42 0.0456245 0.00456245
4.55 0.0430124 0.00430124
4.68 0.0406224 0.00406224
4.81 0.0384297 0.00384297
4.94 0.0364128 0.00364128
5.07 0.034553 0.0034553
5.2 0.0328344 0.00328344
5.33 0.0312427 0.00312427
5.46 0.0297657 0.00297657
5.59 0.0283927 0.00283927
5.72 0.0271141 0.00271141
5.85 0.0259221 0.00259221
5.98 0.0248097 0.00248097
6.11 0.0237714 0.00237714
6.24 0.0228032 0.00228032
6.37 0.0219026 0.00219026
6.5 0.021069 0.0021069
6.63 0.0203037 0.00203037
6.76 0.0196102 0.00196102
6.89 0.018994 0.0018994
7.02 0.0184621 0.00184621
7.15 0.0180227 0.00180227
7.28 0.017684 0.0017684
7.41 0.0174534 0.00174534
7.54 0.0173366 0.00173366
