2009-09-23T20:34:56	s1vc	-0.00375
2009-09-23T20:34:56	s2vc	-0.00124
2009-09-23T20:34:56	PolZ1	20.0276
2009-09-23T20:34:56	PolZ2	0.773
2009-09-23T20:34:56	PolTh2	0.0045
2009-09-23T20:34:57	s1vc	-0.00950
2009-09-23T20:34:57	s2vc	-0.00699
2009-09-23T20:34:57	s4vc	0.00425
2009-09-23T20:34:57	b2s	-7.952
2009-09-23T20:34:57	PolZ1	20.0273
2009-09-23T20:34:57	PolZ2	1.7321
2009-09-23T20:34:57	PolTh2	0
2009-09-23T20:34:59	s1vc	-0.01149
2009-09-23T20:34:59	s2vc	-0.00749
2009-09-23T20:34:59	s4vc	-0.00049
2009-09-23T20:34:59	b2s	-7.953
2009-09-23T20:34:59	PolZ2	2.6543
2009-09-23T20:35:00	s1vc	-0.00675
2009-09-23T20:35:00	s2vc	-0.00100
2009-09-23T20:35:00	s4vc	-0.00050
2009-09-23T20:35:00	b2s	-7.952
2009-09-23T20:35:00	PolZ1	20.0274
2009-09-23T20:35:00	PolZ2	3.8109
2009-09-23T20:35:01	s1vc	-0.00025
2009-09-23T20:35:01	s2vc	0.00024
2009-09-23T20:35:01	b2s	-7.953
2009-09-23T20:35:01	PolZ2	4.8573
2009-09-23T20:35:02	s1vc	0.00025
2009-09-23T20:35:02	s2vc	0.00049
2009-09-23T20:35:02	b2s	-7.951
2009-09-23T20:35:02	PolZ2	5.8515
2009-09-23T20:35:03	s1vc	0
2009-09-23T20:35:03	b2s	-7.953
2009-09-23T20:35:03	PolZ1	20.0276
2009-09-23T20:35:03	PolZ2	6.7691
2009-09-23T20:35:05	PolZ1	20.0275
2009-09-23T20:35:05	PolZ2	7.8059
2009-09-23T20:35:06	PolZ2	8.7931
2009-09-23T20:35:07	PolZ2	9.826
2009-09-23T20:35:08	PolZ2	10.6075
2009-09-23T20:35:09	PolZ1	20.0274
2009-09-23T20:35:09	PolZ2	11.6362
2009-09-23T20:35:10	PolZ1	20.0276
2009-09-23T20:35:10	PolZ2	12.6784
2009-09-23T20:35:12	PolZ2	13.466
2009-09-23T20:35:13	PolZ2	14.4707
2009-09-23T20:35:14	PolZ1	20.0275
2009-09-23T20:35:14	PolZ2	15.4846
2009-09-23T20:35:15	b2s	-7.952
2009-09-23T20:35:15	PolZ2	16.2529
2009-09-23T20:35:16	b2s	-7.953
2009-09-23T20:35:16	PolZ1	20.0274
2009-09-23T20:35:16	PolZ2	17.3123
2009-09-23T20:35:17	PolZ1	20.0276
2009-09-23T20:35:17	PolZ2	18.3111
2009-09-23T20:35:18	PolZ1	20.0274
2009-09-23T20:35:18	PolZ2	19.3777
2009-09-23T20:35:20	b2s	-7.952
2009-09-23T20:35:20	PolZ1	20.0275
2009-09-23T20:35:20	PolZ2	19.9681
2009-09-23T20:35:21	b2s	-7.953
2009-09-23T20:35:21	PolZ2	19.9999
2009-09-23T20:35:22	PolZ2	20.0001
2009-09-23T20:35:25	b1v1	23.954
2009-09-23T20:35:25	b1v2	64.631
2009-09-23T20:35:25	b1s	-7.795
2009-09-23T20:35:25	b1va	1.49556
2009-09-23T20:35:25	b1vh	44.2925
2009-09-23T20:35:25	b2v1	177.196
2009-09-23T20:35:25	b2v2	261.78
2009-09-23T20:35:25	b2s	-8.032
2009-09-23T20:35:25	b2va	3.10754
2009-09-23T20:35:25	b2vh	219.488
2009-09-23T20:35:25	sv2	112.185
2009-09-23T20:35:25	svtotal	129.425
2009-09-23T20:35:26	b1v1	23.71
2009-09-23T20:35:26	b1v2	63.969
2009-09-23T20:35:26	b1s	-7.917
2009-09-23T20:35:26	b1va	1.48020
2009-09-23T20:35:26	b1vh	43.8395
2009-09-23T20:35:26	b2v1	176.365
2009-09-23T20:35:26	b2v2	261.37
2009-09-23T20:35:26	b2s	-8.177
2009-09-23T20:35:26	b2va	3.12298
2009-09-23T20:35:26	b2vh	218.8675
2009-09-23T20:35:26	sv2	111.32
2009-09-23T20:35:26	svtotal	128.56
2009-09-23T20:35:28	b1v1	23.472
2009-09-23T20:35:28	b1v2	63.329
2009-09-23T20:35:28	b1s	-8.035
2009-09-23T20:35:28	b1va	1.46542
