ENERGY/MEV , Li(11BH4-xDx x~64%) T.lt.3 BACK , ERR/B , Li(11BH4-xDx x~64%) T.lt.3 FORWARD , ERR/F , Li(11BH4-xDx x~64%) T.lt.3  , ERR/T
5.35038 , 0.0866841 , 0.0190216 , 0.0128644 , 0.00727588 , 0.0500695 , 0.0102437
5.37713 , 0.0866841 , 0.0189743 , 0.0128644 , 0.00725776 , 0.0500695 , 0.0102181
5.40401 , 0.0866841 , 0.0189270 , 0.0128644 , 0.00723969 , 0.0500695 , 0.0101927
5.43104 , 0.0766141 , 0.0178302 , 0.0174799 , 0.00856274 , 0.0472835 , 0.00993950
5.45819 , 0.0753401 , 0.0176489 , 0.0180638 , 0.00869600 , 0.0469311 , 0.00988562
5.48548 , 0.0753401 , 0.0176049 , 0.0180638 , 0.00867434 , 0.0469311 , 0.00986100
5.51291 , 0.0753401 , 0.0175611 , 0.0180638 , 0.00865274 , 0.0469311 , 0.00983644
5.54047 , 0.0660299 , 0.0164911 , 0.0214822 , 0.00933416 , 0.0439343 , 0.00951397
5.56818 , 0.0651896 , 0.0163545 , 0.0217907 , 0.00937163 , 0.0436638 , 0.00946299
5.59602 , 0.0651896 , 0.0163137 , 0.0217907 , 0.00934828 , 0.0436638 , 0.00943942
5.62400 , 0.0651896 , 0.0162731 , 0.0217907 , 0.00932500 , 0.0436638 , 0.00941591
5.65212 , 0.0720979 , 0.0168419 , 0.0163729 , 0.00801365 , 0.0444583 , 0.00937285
5.68038 , 0.0724866 , 0.0168335 , 0.0160680 , 0.00791520 , 0.0445030 , 0.00934841
5.70878 , 0.0724866 , 0.0167916 , 0.0160680 , 0.00789548 , 0.0445030 , 0.00932512
5.73732 , 0.0724866 , 0.0167498 , 0.0160680 , 0.00787582 , 0.0445030 , 0.00930190
5.76601 , 0.0712427 , 0.0165116 , 0.0135565 , 0.00728920 , 0.0426304 , 0.00907330
5.79484 , 0.0712125 , 0.0164657 , 0.0134954 , 0.00725674 , 0.0425848 , 0.00904566
5.82381 , 0.0712125 , 0.0164247 , 0.0134954 , 0.00723866 , 0.0425848 , 0.00902313
5.85293 , 0.0712794 , 0.0163913 , 0.0135352 , 0.00723011 , 0.0426383 , 0.00900598
5.88220 , 0.0827818 , 0.0175847 , 0.0203781 , 0.00868513 , 0.0518296 , 0.00985418
5.91161 , 0.0827818 , 0.0175409 , 0.0203781 , 0.00866350 , 0.0518296 , 0.00982964
5.94117 , 0.0827818 , 0.0174972 , 0.0203781 , 0.00864192 , 0.0518296 , 0.00980516
5.97087 , 0.0826265 , 0.0174398 , 0.0201709 , 0.00857821 , 0.0516485 , 0.00976529
6.00073 , 0.0784000 , 0.0170142 , 0.0145302 , 0.00731915 , 0.0467206 , 0.00931193
6.03073 , 0.0784000 , 0.0169718 , 0.0145302 , 0.00730092 , 0.0467206 , 0.00928874
6.06088 , 0.0784000 , 0.0169295 , 0.0145302 , 0.00728273 , 0.0467206 , 0.00926560
6.09119 , 0.0783673 , 0.0168742 , 0.0151944 , 0.00741947 , 0.0470335 , 0.00926665
6.12164 , 0.0778983 , 0.0166422 , 0.0247353 , 0.00934243 , 0.0515294 , 0.00958258
6.15225 , 0.0778983 , 0.0166008 , 0.0247353 , 0.00931916 , 0.0515294 , 0.00955872
6.18301 , 0.0778983 , 0.0165594 , 0.0247353 , 0.00929595 , 0.0515294 , 0.00953491
6.21393 , 0.0771903 , 0.0164255 , 0.0237720 , 0.00909788 , 0.0506948 , 0.00942848
6.24500 , 0.0704243 , 0.0154735 , 0.0145658 , 0.00719749 , 0.0427185 , 0.00857689
6.27622 , 0.0704243 , 0.0154349 , 0.0145658 , 0.00717957 , 0.0427185 , 0.00855553
6.30760 , 0.0704243 , 0.0153965 , 0.0145658 , 0.00716168 , 0.0427185 , 0.00853422
6.33914 , 0.0713148 , 0.0154698 , 0.0153155 , 0.00731423 , 0.0435392 , 0.00859948
6.37084 , 0.0775845 , 0.0161939 , 0.0205939 , 0.00839579 , 0.0493172 , 0.00916272
6.40269 , 0.0775845 , 0.0161536 , 0.0205939 , 0.00837488 , 0.0493172 , 0.00913990
6.43471 , 0.0775845 , 0.0161134 , 0.0205939 , 0.00835402 , 0.0493172 , 0.00911714
6.46688 , 0.0779804 , 0.0161001 , 0.0200163 , 0.00821363 , 0.0492302 , 0.00907972
6.49921 , 0.0801556 , 0.0162064 , 0.0168433 , 0.00750413 , 0.0487527 , 0.00897609
6.53171 , 0.0801556 , 0.0161660 , 0.0168433 , 0.00748544 , 0.0487527 , 0.00895374
6.56437 , 0.0801556 , 0.0161258 , 0.0168433 , 0.00746680 , 0.0487527 , 0.00893144
6.59719 , 0.0776834 , 0.0158322 , 0.0176194 , 0.00759774 , 0.0478917 , 0.00882455
6.63018 , 0.0666931 , 0.0146161 , 0.0210699 , 0.00820922 , 0.0440640 , 0.00841695
6.66333 , 0.0666931 , 0.0145797 , 0.0210699 , 0.00818877 , 0.0440640 , 0.00839599
6.69664 , 0.0666931 , 0.0145434 , 0.0210699 , 0.00816838 , 0.0440640 , 0.00837508
6.73013 , 0.0652107 , 0.0143465 , 0.0195386 , 0.00785455 , 0.0425574 , 0.00821340
6.76378 , 0.0597418 , 0.0137034 , 0.0138895 , 0.00664434 , 0.0369991 , 0.00765249
6.79760 , 0.0597418 , 0.0136692 , 0.0138895 , 0.00662779 , 0.0369991 , 0.00763343
6.83158 , 0.0597418 , 0.0136352 , 0.0138895 , 0.00661128 , 0.0369991 , 0.00761441
6.86574 , 0.0581088 , 0.0134150 , 0.0139514 , 0.00662095 , 0.0362068 , 0.00751652
6.90007 , 0.0530183 , 0.0127853 , 0.0141446 , 0.00668507 , 0.0337369 , 0.00724687
6.93457 , 0.0530183 , 0.0127535 , 0.0141446 , 0.00666842 , 0.0337369 , 0.00722882
6.96924 , 0.0530183 , 0.0127217 , 0.0141446 , 0.00665181 , 0.0337369 , 0.00721082
7.00409 , 0.0564684 , 0.0130966 , 0.0148336 , 0.00677676 , 0.0358176 , 0.00740726
7.03911 , 0.0656795 , 0.0140898 , 0.0166732 , 0.00712307 , 0.0413724 , 0.00793158
7.07431 , 0.0656795 , 0.0140547 , 0.0166732 , 0.00710533 , 0.0413724 , 0.00791183
7.10968 , 0.0656795 , 0.0140197 , 0.0166732 , 0.00708763 , 0.0413724 , 0.00789212
7.14523 , 0.0673488 , 0.0141347 , 0.0163436 , 0.00700094 , 0.0420503 , 0.00792515
7.18095 , 0.0712050 , 0.0144392 , 0.0155823 , 0.00682175 , 0.0436161 , 0.00802549
7.21686 , 0.0712050 , 0.0144032 , 0.0155823 , 0.00680476 , 0.0436161 , 0.00800550
7.25294 , 0.0712050 , 0.0143674 , 0.0155823 , 0.00678781 , 0.0436161 , 0.00798557
7.28921 , 0.0684126 , 0.0140262 , 0.0180140 , 0.00725514 , 0.0434149 , 0.00793243
7.32565 , 0.0627870 , 0.0133566 , 0.0229130 , 0.00812343 , 0.0430095 , 0.00784544
7.36228 , 0.0627870 , 0.0133233 , 0.0229130 , 0.00810320 , 0.0430095 , 0.00782590
7.39909 , 0.0627870 , 0.0132902 , 0.0229130 , 0.00808302 , 0.0430095 , 0.00780640
7.43609 , 0.0634847 , 0.0133148 , 0.0225844 , 0.00802782 , 0.0431982 , 0.00780307
7.47327 , 0.0647181 , 0.0133829 , 0.0220035 , 0.00794564 , 0.0435317 , 0.00781195
7.51063 , 0.0647181 , 0.0133496 , 0.0220035 , 0.00792585 , 0.0435317 , 0.00779249
7.54819 , 0.0647181 , 0.0133163 , 0.0220035 , 0.00790611 , 0.0435317 , 0.00777308
7.58593 , 0.0661951 , 0.0134156 , 0.0201095 , 0.00752505 , 0.0433367 , 0.00772325
7.62386 , 0.0684964 , 0.0135856 , 0.0171586 , 0.00690731 , 0.0430328 , 0.00765641
7.66198 , 0.0684964 , 0.0135517 , 0.0171586 , 0.00689010 , 0.0430328 , 0.00763734
7.70029 , 0.0684964 , 0.0135180 , 0.0171586 , 0.00687294 , 0.0430328 , 0.00761832
7.73879 , 0.0653040 , 0.0131411 , 0.0178735 , 0.00694570 , 0.0417785 , 0.00746552
7.77748 , 0.0609049 , 0.0126214 , 0.0188588 , 0.00705007 , 0.0400500 , 0.00725895
7.81637 , 0.0609049 , 0.0125899 , 0.0188588 , 0.00703251 , 0.0400500 , 0.00724087
7.85545 , 0.0609049 , 0.0125586 , 0.0188588 , 0.00701499 , 0.0400500 , 0.00722284
7.89473 , 0.0602342 , 0.0124789 , 0.0198229 , 0.00715937 , 0.0401902 , 0.00722261
7.93420 , 0.0594149 , 0.0123886 , 0.0210006 , 0.00733395 , 0.0403614 , 0.00722621
7.97387 , 0.0594149 , 0.0123577 , 0.0210006 , 0.00731568 , 0.0403614 , 0.00720821
8.01374 , 0.0594149 , 0.0123270 , 0.0210006 , 0.00729746 , 0.0403614 , 0.00719026
8.05381 , 0.0629283 , 0.0126388 , 0.0206264 , 0.00722398 , 0.0419466 , 0.00730854
8.09408 , 0.0667391 , 0.0129677 , 0.0202204 , 0.00714567 , 0.0436659 , 0.00743488
8.13455 , 0.0667391 , 0.0129354 , 0.0202204 , 0.00712787 , 0.0436659 , 0.00741636
8.17522 , 0.0667391 , 0.0129032 , 0.0202204 , 0.00711012 , 0.0436659 , 0.00739789
8.21610 , 0.0626285 , 0.0124464 , 0.0223016 , 0.00740002 , 0.0426264 , 0.00726788
8.25718 , 0.0586676 , 0.0119930 , 0.0243069 , 0.00766563 , 0.0416247 , 0.00714089
8.29847 , 0.0586676 , 0.0119632 , 0.0243069 , 0.00764654 , 0.0416247 , 0.00712311
8.33996 , 0.0586676 , 0.0119334 , 0.0243069 , 0.00762750 , 0.0416247 , 0.00710536
8.38166 , 0.0594507 , 0.0119457 , 0.0220519 , 0.00727972 , 0.0409009 , 0.00702035
8.42357 , 0.0601208 , 0.0119517 , 0.0201220 , 0.00696868 , 0.0402814 , 0.00694488
8.46568 , 0.0601208 , 0.0119219 , 0.0201220 , 0.00695132 , 0.0402814 , 0.00692759
8.50801 , 0.0601208 , 0.0118922 , 0.0201220 , 0.00693401 , 0.0402814 , 0.00691033
8.55055 , 0.0581831 , 0.0116551 , 0.0182790 , 0.00655365 , 0.0383907 , 0.00671360
8.59331 , 0.0567120 , 0.0114665 , 0.0168798 , 0.00624833 , 0.0369552 , 0.00655765
8.63627 , 0.0567120 , 0.0114379 , 0.0168798 , 0.00623277 , 0.0369552 , 0.00654132
8.67945 , 0.0567120 , 0.0114094 , 0.0168798 , 0.00621725 , 0.0369552 , 0.00652503
8.72285 , 0.0623222 , 0.0119315 , 0.0198999 , 0.00673292 , 0.0412808 , 0.00687852
8.76647 , 0.0660937 , 0.0122571 , 0.0219302 , 0.00704998 , 0.0441886 , 0.00709857
8.81030 , 0.0660937 , 0.0122265 , 0.0219302 , 0.00703243 , 0.0441886 , 0.00708089
8.85435 , 0.0660937 , 0.0121961 , 0.0219302 , 0.00701491 , 0.0441886 , 0.00706326
8.89862 , 0.0597162 , 0.0115483 , 0.0233963 , 0.00727302 , 0.0417016 , 0.00684762
8.94311 , 0.0559314 , 0.0111380 , 0.0242665 , 0.00741322 , 0.0402256 , 0.00671057
8.98783 , 0.0559314 , 0.0111102 , 0.0242665 , 0.00739476 , 0.0402256 , 0.00669386
9.03277 , 0.0559314 , 0.0110826 , 0.0242665 , 0.00737634 , 0.0402256 , 0.00667719
9.07793 , 0.0618095 , 0.0116224 , 0.0242124 , 0.00734210 , 0.0431614 , 0.00689741
9.12332 , 0.0648766 , 0.0118781 , 0.0241842 , 0.00731554 , 0.0446932 , 0.00700035
9.16894 , 0.0648766 , 0.0118485 , 0.0241842 , 0.00729732 , 0.0446932 , 0.00698291
9.21478 , 0.0648766 , 0.0118190 , 0.0241842 , 0.00727915 , 0.0446932 , 0.00696552
9.26086 , 0.0529043 , 0.0106199 , 0.0237347 , 0.00718478 , 0.0384362 , 0.00643026
9.30716 , 0.0474416 , 0.0100161 , 0.0235296 , 0.00713192 , 0.0355813 , 0.00616415
9.35370 , 0.0474416 , 0.00999112 , 0.0235296 , 0.00711416 , 0.0355813 , 0.00614879
9.40047 , 0.0474416 , 0.00996623 , 0.0235296 , 0.00709644 , 0.0355813 , 0.00613348
9.44747 , 0.0458503 , 0.00968599 , 0.0249603 , 0.00722495 , 0.0354889 , 0.00605586
9.49471 , 0.0452199 , 0.00955904 , 0.0255271 , 0.00726392 , 0.0354523 , 0.00601596
9.54218 , 0.0452199 , 0.00953523 , 0.0255271 , 0.00724583 , 0.0354523 , 0.00600097
9.58989 , 0.0452199 , 0.00951149 , 0.0255271 , 0.00722778 , 0.0354523 , 0.00598602
9.63784 , 0.0491605 , 0.00995386 , 0.0267763 , 0.00745835 , 0.0380580 , 0.00623320
9.68603 , 0.0505038 , 0.0100826 , 0.0272021 , 0.00752242 , 0.0389462 , 0.00630432
9.73446 , 0.0505038 , 0.0100575 , 0.0272021 , 0.00750369 , 0.0389462 , 0.00628862
9.78313 , 0.0505038 , 0.0100325 , 0.0272021 , 0.00748500 , 0.0389462 , 0.00627296
9.83205 , 0.0513256 , 0.0100995 , 0.0265822 , 0.00732582 , 0.0390528 , 0.00625403
9.88121 , 0.0515637 , 0.0101008 , 0.0264025 , 0.00726644 , 0.0390838 , 0.00623749
9.93061 , 0.0515637 , 0.0100757 , 0.0264025 , 0.00724834 , 0.0390838 , 0.00622196
9.98027 , 0.0515637 , 0.0100506 , 0.0264025 , 0.00723029 , 0.0390838 , 0.00620646
10.0302 , 0.0566710 , 0.0105257 , 0.0308490 , 0.00781998 , 0.0438633 , 0.00657169
10.0803 , 0.0579092 , 0.0106170 , 0.0319270 , 0.00794051 , 0.0450220 , 0.00664413
10.1307 , 0.0579092 , 0.0105905 , 0.0319270 , 0.00792073 , 0.0450220 , 0.00662758
10.1814 , 0.0579092 , 0.0105642 , 0.0319270 , 0.00790100 , 0.0450220 , 0.00661107
10.2323 , 0.0475280 , 0.00951036 , 0.0264249 , 0.00713436 , 0.0370609 , 0.00595793
10.2834 , 0.0454676 , 0.00926979 , 0.0253329 , 0.00695923 , 0.0354808 , 0.00580880
10.3349 , 0.0454676 , 0.00924670 , 0.0253329 , 0.00694190 , 0.0354808 , 0.00579433
10.3865 , 0.0454676 , 0.00922367 , 0.0253329 , 0.00692461 , 0.0354808 , 0.00577990
10.4385 , 0.0514260 , 0.00981005 , 0.0271125 , 0.00712631 , 0.0393665 , 0.00607779
10.4907 , 0.0523645 , 0.00987795 , 0.0273928 , 0.00714235 , 0.0399786 , 0.00611027
10.5431 , 0.0523645 , 0.00985334 , 0.0273928 , 0.00712456 , 0.0399786 , 0.00609505
10.5958 , 0.0523645 , 0.00982880 , 0.0273928 , 0.00710682 , 0.0399786 , 0.00607987
10.6488 , 0.0501943 , 0.00964283 , 0.0291169 , 0.00735581 , 0.0397399 , 0.00607708
10.7021 , 0.0499355 , 0.00959942 , 0.0293225 , 0.00736858 , 0.0397114 , 0.00606341
10.7556 , 0.0499355 , 0.00957551 , 0.0293225 , 0.00735023 , 0.0397114 , 0.00604831
10.8093 , 0.0499355 , 0.00955166 , 0.0293225 , 0.00733192 , 0.0397114 , 0.00603325
10.8634 , 0.0508596 , 0.00958545 , 0.0302138 , 0.00743894 , 0.0406192 , 0.00607891
10.9177 , 0.0509367 , 0.00956635 , 0.0302881 , 0.00743074 , 0.0406950 , 0.00606880
10.9723 , 0.0509367 , 0.00954253 , 0.0302881 , 0.00741224 , 0.0406950 , 0.00605368
11.0272 , 0.0509367 , 0.00951876 , 0.0302881 , 0.00739378 , 0.0406950 , 0.00603860
11.0823 , 0.0434695 , 0.00876936 , 0.0313785 , 0.00742811 , 0.0374724 , 0.00575401
11.1377 , 0.0430970 , 0.00870984 , 0.0314329 , 0.00741222 , 0.0373116 , 0.00572594
11.1934 , 0.0430970 , 0.00868814 , 0.0314329 , 0.00739376 , 0.0373116 , 0.00571168
11.2494 , 0.0430970 , 0.00866650 , 0.0314329 , 0.00737535 , 0.0373116 , 0.00569745
11.3056 , 0.0553002 , 0.00972175 , 0.0363884 , 0.00796436 , 0.0459199 , 0.00629386
11.3621 , 0.0555238 , 0.00971611 , 0.0364793 , 0.00795520 , 0.0460777 , 0.00628880
11.4189 , 0.0555238 , 0.00969191 , 0.0364793 , 0.00793538 , 0.0460777 , 0.00627314
11.4760 , 0.0555020 , 0.00966571 , 0.0364584 , 0.00791307 , 0.0460564 , 0.00625591
11.5334 , 0.0536350 , 0.00946454 , 0.0346764 , 0.00767329 , 0.0442315 , 0.00610241
11.5911 , 0.0536350 , 0.00944096 , 0.0346764 , 0.00765418 , 0.0442315 , 0.00608721
11.6490 , 0.0536350 , 0.00941745 , 0.0346764 , 0.00763512 , 0.0442315 , 0.00607205
11.7073 , 0.0534706 , 0.00938007 , 0.0346298 , 0.00761183 , 0.0441256 , 0.00605012
11.7658 , 0.0496470 , 0.00902756 , 0.0335459 , 0.00749314 , 0.0416609 , 0.00587491
11.8246 , 0.0496470 , 0.00900508 , 0.0335459 , 0.00747448 , 0.0416609 , 0.00586028
11.8838 , 0.0496470 , 0.00898265 , 0.0335459 , 0.00745586 , 0.0416609 , 0.00584569
11.9432 , 0.0506756 , 0.00904632 , 0.0336571 , 0.00744578 , 0.0422344 , 0.00586742
12.0029 , 0.0641620 , 0.0100817 , 0.0351144 , 0.00753741 , 0.0497544 , 0.00630834
12.0629 , 0.0641620 , 0.0100566 , 0.0351144 , 0.00751863 , 0.0497544 , 0.00629263
12.1232 , 0.0641620 , 0.0100316 , 0.0351144 , 0.00749991 , 0.0497544 , 0.00627696
12.1839 , 0.0632273 , 0.00993159 , 0.0347163 , 0.00743001 , 0.0490859 , 0.00621583
12.2448 , 0.0548626 , 0.00921057 , 0.0311535 , 0.00693755 , 0.0431029 , 0.00577841
12.3060 , 0.0548626 , 0.00918763 , 0.0311535 , 0.00692027 , 0.0431029 , 0.00576402
12.3675 , 0.0548626 , 0.00916475 , 0.0311535 , 0.00690303 , 0.0431029 , 0.00574966
12.4294 , 0.0552405 , 0.00917309 , 0.0318653 , 0.00696570 , 0.0436464 , 0.00577159
12.4915 , 0.0577666 , 0.00935539 , 0.0366229 , 0.00745893 , 0.0472793 , 0.00599329
12.5540 , 0.0577666 , 0.00933209 , 0.0366229 , 0.00744035 , 0.0472793 , 0.00597837
12.6167 , 0.0577666 , 0.00930885 , 0.0366229 , 0.00742182 , 0.0472793 , 0.00596348
12.6798 , 0.0590106 , 0.00937159 , 0.0358716 , 0.00732490 , 0.0475336 , 0.00595896
12.7432 , 0.0655521 , 0.00978665 , 0.0319207 , 0.00688061 , 0.0488709 , 0.00599803
12.8069 , 0.0655521 , 0.00976227 , 0.0319207 , 0.00686347 , 0.0488709 , 0.00598309
12.8710 , 0.0655521 , 0.00973796 , 0.0319207 , 0.00684637 , 0.0488709 , 0.00596819
12.9353 , 0.0630018 , 0.00952285 , 0.0322156 , 0.00686084 , 0.0477318 , 0.00588350
13.0000 , 0.0520876 , 0.00863715 , 0.0334778 , 0.00697670 , 0.0428571 , 0.00556097
13.0650 , 0.0520876 , 0.00861564 , 0.0334778 , 0.00695932 , 0.0428571 , 0.00554712
13.1303 , 0.0520876 , 0.00859418 , 0.0334778 , 0.00694199 , 0.0428571 , 0.00553330
13.1960 , 0.0527891 , 0.00862835 , 0.0317712 , 0.00674288 , 0.0423642 , 0.00548603
13.2620 , 0.0552905 , 0.00880165 , 0.0256863 , 0.00603524 , 0.0406068 , 0.00535157
13.3283 , 0.0552905 , 0.00877973 , 0.0256863 , 0.00602021 , 0.0406068 , 0.00533824
13.3949 , 0.0552905 , 0.00875786 , 0.0256863 , 0.00600521 , 0.0406068 , 0.00532495
13.4619 , 0.0554762 , 0.00874442 , 0.0261910 , 0.00604140 , 0.0409507 , 0.00532940
13.5292 , 0.0560374 , 0.00874780 , 0.0277160 , 0.00617795 , 0.0419900 , 0.00536917
13.5968 , 0.0560374 , 0.00872601 , 0.0277160 , 0.00616256 , 0.0419900 , 0.00535580
13.6648 , 0.0560374 , 0.00870428 , 0.0277160 , 0.00614721 , 0.0419900 , 0.00534246
13.7331 , 0.0561094 , 0.00868423 , 0.0267173 , 0.00601703 , 0.0415309 , 0.00529752
13.8018 , 0.0562962 , 0.00866680 , 0.0241272 , 0.00569410 , 0.0403404 , 0.00520159
13.8708 , 0.0562962 , 0.00864521 , 0.0241272 , 0.00567992 , 0.0403404 , 0.00518864
13.9402 , 0.0562962 , 0.00862368 , 0.0241272 , 0.00566578 , 0.0403404 , 0.00517571
14.0099 , 0.0607143 , 0.00894093 , 0.0253570 , 0.00580231 , 0.0431771 , 0.00534684
14.0799 , 0.0706461 , 0.00963505 , 0.0281217 , 0.00611219 , 0.0495540 , 0.00572471
14.1503 , 0.0706461 , 0.00961105 , 0.0281217 , 0.00609697 , 0.0495540 , 0.00571045
14.2211 , 0.0706461 , 0.00958711 , 0.0281217 , 0.00608179 , 0.0495540 , 0.00569623
14.2922 , 0.0735086 , 0.00975063 , 0.0286059 , 0.00612695 , 0.0512369 , 0.00577805
14.3636 , 0.0791279 , 0.0100832 , 0.0295565 , 0.00622810 , 0.0545405 , 0.00594718
14.4355 , 0.0791279 , 0.0100581 , 0.0295565 , 0.00621259 , 0.0545405 , 0.00593237
14.5076 , 0.0791279 , 0.0100331 , 0.0295565 , 0.00619712 , 0.0545405 , 0.00591759
14.5802 , 0.0768512 , 0.00987262 , 0.0266860 , 0.00587367 , 0.0519693 , 0.00576595
14.6531 , 0.0729260 , 0.00961062 , 0.0217371 , 0.00528757 , 0.0475363 , 0.00550819
14.7263 , 0.0729260 , 0.00958669 , 0.0217371 , 0.00527441 , 0.0475363 , 0.00549447
14.8000 , 0.0729260 , 0.00956281 , 0.0217371 , 0.00526127 , 0.0475363 , 0.00548079
14.8740 , 0.0740208 , 0.00958560 , 0.0253917 , 0.00566052 , 0.0499008 , 0.00558772
14.9483 , 0.0756858 , 0.00963199 , 0.0309498 , 0.00622007 , 0.0534967 , 0.00575192
15.0231 , 0.0756858 , 0.00960800 , 0.0309498 , 0.00620457 , 0.0534967 , 0.00573759
15.0982 , 0.0756858 , 0.00958407 , 0.0309498 , 0.00618912 , 0.0534967 , 0.00572330
15.1737 , 0.0738240 , 0.00945272 , 0.0304389 , 0.00610439 , 0.0523050 , 0.00564489
15.2496 , 0.0713184 , 0.00928293 , 0.0297514 , 0.00599486 , 0.0507012 , 0.00554353
15.3258 , 0.0713184 , 0.00925981 , 0.0297514 , 0.00597993 , 0.0507012 , 0.00552972
15.4024 , 0.0713184 , 0.00923675 , 0.0297514 , 0.00596504 , 0.0507012 , 0.00551595
15.4795 , 0.0743534 , 0.00939596 , 0.0322044 , 0.00620005 , 0.0534475 , 0.00564647
15.5568 , 0.0779759 , 0.00958500 , 0.0351323 , 0.00646955 , 0.0567255 , 0.00579948
15.6346 , 0.0779759 , 0.00956112 , 0.0351323 , 0.00645344 , 0.0567255 , 0.00578504
15.7128 , 0.0779759 , 0.00953731 , 0.0351323 , 0.00643736 , 0.0567255 , 0.00577063
15.7914 , 0.0821363 , 0.00974181 , 0.0361142 , 0.00649236 , 0.0593093 , 0.00587168
15.8703 , 0.0865458 , 0.00995317 , 0.0371550 , 0.00655046 , 0.0620480 , 0.00597666
15.9497 , 0.0865458 , 0.00992838 , 0.0371550 , 0.00653414 , 0.0620480 , 0.00596177
16.0294 , 0.0865458 , 0.00990366 , 0.0371550 , 0.00651787 , 0.0620480 , 0.00594692
16.1096 , 0.0904717 , 0.0101121 , 0.0392476 , 0.00667545 , 0.0650645 , 0.00607759
16.1901 , 0.0941682 , 0.0103010 , 0.0412179 , 0.00681805 , 0.0679048 , 0.00619599
16.2711 , 0.0941682 , 0.0102754 , 0.0412179 , 0.00680107 , 0.0679048 , 0.00618055
16.3524 , 0.0941682 , 0.0102498 , 0.0412179 , 0.00678413 , 0.0679048 , 0.00616516
16.4342 , 0.0883220 , 0.00988718 , 0.0407715 , 0.00673886 , 0.0647369 , 0.00600032
16.5164 , 0.0834339 , 0.00957235 , 0.0403982 , 0.00669832 , 0.0620882 , 0.00585778
16.5989 , 0.0834339 , 0.00954851 , 0.0403982 , 0.00668163 , 0.0620882 , 0.00584319
16.6819 , 0.0834339 , 0.00952472 , 0.0403982 , 0.00666499 , 0.0620882 , 0.00582863
16.7653 , 0.0823304 , 0.00944906 , 0.0406534 , 0.00668339 , 0.0616586 , 0.00580248
16.8492 , 0.0815122 , 0.00938692 , 0.0408426 , 0.00669252 , 0.0613401 , 0.00577940
16.9334 , 0.0815122 , 0.00936354 , 0.0408426 , 0.00667586 , 0.0613401 , 0.00576500
17.0181 , 0.0815122 , 0.00934022 , 0.0408426 , 0.00665923 , 0.0613401 , 0.00575065
17.1032 , 0.0812225 , 0.00930954 , 0.0396933 , 0.00652138 , 0.0606240 , 0.00569891
17.1887 , 0.0810324 , 0.00928149 , 0.0389390 , 0.00642451 , 0.0601540 , 0.00566009
17.2746 , 0.0810324 , 0.00925838 , 0.0389390 , 0.00640851 , 0.0601540 , 0.00564600
17.3610 , 0.0810324 , 0.00923532 , 0.0389390 , 0.00639255 , 0.0601540 , 0.00563193
17.4478 , 0.0805908 , 0.00914802 , 0.0401869 , 0.00649784 , 0.0605505 , 0.00562538
17.5351 , 0.0803352 , 0.00908790 , 0.0409094 , 0.00655064 , 0.0607800 , 0.00561569
17.6227 , 0.0803352 , 0.00906527 , 0.0409094 , 0.00653433 , 0.0607800 , 0.00560170
17.7108 , 0.0803352 , 0.00904269 , 0.0409094 , 0.00651805 , 0.0607800 , 0.00558775
17.7994 , 0.0811429 , 0.00908857 , 0.0398371 , 0.00640466 , 0.0606552 , 0.00557438
17.8884 , 0.0815536 , 0.00910044 , 0.0392918 , 0.00633885 , 0.0605918 , 0.00556078
17.9778 , 0.0815536 , 0.00907777 , 0.0392918 , 0.00632307 , 0.0605918 , 0.00554693
18.0677 , 0.0815536 , 0.00905516 , 0.0392918 , 0.00630732 , 0.0605918 , 0.00553311
18.1581 , 0.0780145 , 0.00880675 , 0.0422231 , 0.00651843 , 0.0602620 , 0.00549130
18.2489 , 0.0764426 , 0.00868288 , 0.0435250 , 0.00660021 , 0.0601155 , 0.00546516
18.3401 , 0.0764426 , 0.00866125 , 0.0435250 , 0.00658377 , 0.0601155 , 0.00545155
18.4318 , 0.0764426 , 0.00863968 , 0.0435250 , 0.00656737 , 0.0601155 , 0.00543797
18.5240 , 0.0829190 , 0.00899382 , 0.0438154 , 0.00659296 , 0.0635236 , 0.00558933
18.6166 , 0.0854127 , 0.00911160 , 0.0439272 , 0.00659258 , 0.0648359 , 0.00563747
18.7097 , 0.0854127 , 0.00908891 , 0.0439272 , 0.00657616 , 0.0648359 , 0.00562343
18.8032 , 0.0854127 , 0.00906627 , 0.0439272 , 0.00655978 , 0.0648359 , 0.00560942
18.8972 , 0.0947109 , 0.00950920 , 0.0443530 , 0.00654721 , 0.0697334 , 0.00578922
18.9917 , 0.0977849 , 0.00963411 , 0.0444938 , 0.00653215 , 0.0713525 , 0.00583730
19.0867 , 0.0977849 , 0.00961012 , 0.0444938 , 0.00651588 , 0.0713525 , 0.00582276
19.1821 , 0.0977849 , 0.00958618 , 0.0444938 , 0.00649965 , 0.0713525 , 0.00580826
19.2780 , 0.0965995 , 0.00950975 , 0.0394062 , 0.00608808 , 0.0682316 , 0.00566485
19.3744 , 0.0962672 , 0.00947132 , 0.0379803 , 0.00595770 , 0.0673569 , 0.00561417
19.4713 , 0.0962672 , 0.00944773 , 0.0379803 , 0.00594286 , 0.0673569 , 0.00560018
19.5686 , 0.0962672 , 0.00942419 , 0.0379803 , 0.00592806 , 0.0673569 , 0.00558623
19.6665 , 0.100952 , 0.00963533 , 0.0417923 , 0.00622080 , 0.0716086 , 0.00575354
