ENERGY/MEV , Li(11BH4-xDx x~64%) T.lt.3 BACK , ERR/B , Li(11BH4-xDx x~64%) T.lt.3 FORWARD , ERR/F , Li(11BH4-xDx x~64%) T.lt.3  , ERR/T
19.7648 , 0.102046 , 0.00966519 , 0.0426829 , 0.00627481 , 0.0726018 , 0.00578062
19.8636 , 0.102046 , 0.00964112 , 0.0426829 , 0.00625918 , 0.0726018 , 0.00576622
19.9630 , 0.102046 , 0.00961711 , 0.0426829 , 0.00624359 , 0.0726018 , 0.00575186
20.0628 , 0.100771 , 0.00951919 , 0.0477158 , 0.00658961 , 0.0744556 , 0.00580520
20.1631 , 0.100528 , 0.00948138 , 0.0486733 , 0.00663959 , 0.0748083 , 0.00580350
20.2639 , 0.100528 , 0.00945776 , 0.0486733 , 0.00662306 , 0.0748083 , 0.00578904
20.3652 , 0.100528 , 0.00943421 , 0.0486733 , 0.00660656 , 0.0748083 , 0.00577462
20.4670 , 0.0911090 , 0.00896741 , 0.0503112 , 0.00669799 , 0.0708733 , 0.00560924
20.5694 , 0.0896975 , 0.00887691 , 0.0505566 , 0.00669729 , 0.0702836 , 0.00557235
20.6722 , 0.0896975 , 0.00885480 , 0.0505566 , 0.00668061 , 0.0702836 , 0.00555847
20.7756 , 0.0896975 , 0.00883275 , 0.0505566 , 0.00666397 , 0.0702836 , 0.00554463
20.8795 , 0.0935376 , 0.00902283 , 0.0469422 , 0.00641356 , 0.0704263 , 0.00554972
20.9839 , 0.0939681 , 0.00902376 , 0.0465370 , 0.00637091 , 0.0704423 , 0.00553801
21.0888 , 0.0939681 , 0.00900129 , 0.0465370 , 0.00635505 , 0.0704423 , 0.00552421
21.1942 , 0.0939681 , 0.00897887 , 0.0465370 , 0.00633922 , 0.0704423 , 0.00551045
21.3002 , 0.0871889 , 0.00865182 , 0.0463270 , 0.00635072 , 0.0669214 , 0.00537925
21.4067 , 0.0866687 , 0.00860650 , 0.0463109 , 0.00633699 , 0.0666512 , 0.00535675
21.5137 , 0.0866687 , 0.00858507 , 0.0463109 , 0.00632121 , 0.0666512 , 0.00534341
21.6213 , 0.0866687 , 0.00856368 , 0.0463109 , 0.00630546 , 0.0666512 , 0.00533010
21.7294 , 0.0816775 , 0.00830441 , 0.0403912 , 0.00588969 , 0.0611995 , 0.00510408
21.8380 , 0.0814601 , 0.00827323 , 0.0401333 , 0.00585701 , 0.0609620 , 0.00508192
21.9472 , 0.0814601 , 0.00825262 , 0.0401333 , 0.00584242 , 0.0609620 , 0.00506926
22.0570 , 0.0814601 , 0.00823207 , 0.0401333 , 0.00582787 , 0.0609620 , 0.00505664
22.1673 , 0.0708567 , 0.00768181 , 0.0373033 , 0.00560973 , 0.0542142 , 0.00476775
22.2781 , 0.0707253 , 0.00765590 , 0.0372683 , 0.00559320 , 0.0541306 , 0.00475236
22.3895 , 0.0707253 , 0.00763683 , 0.0372683 , 0.00557927 , 0.0541306 , 0.00474052
22.5014 , 0.0710292 , 0.00763435 , 0.0372982 , 0.00556747 , 0.0542986 , 0.00473610
22.6139 , 0.0882419 , 0.00849776 , 0.0389919 , 0.00567092 , 0.0638139 , 0.00512393
22.7270 , 0.0882419 , 0.00847659 , 0.0389919 , 0.00565680 , 0.0638139 , 0.00511117
22.8406 , 0.0882419 , 0.00845548 , 0.0389919 , 0.00564271 , 0.0638139 , 0.00509844
22.9548 , 0.0877242 , 0.00840978 , 0.0386897 , 0.00560594 , 0.0634031 , 0.00506918
23.0696 , 0.0772266 , 0.00787380 , 0.0325614 , 0.00511090 , 0.0550726 , 0.00470897
23.1850 , 0.0772266 , 0.00785419 , 0.0325614 , 0.00509817 , 0.0550726 , 0.00469724
23.3009 , 0.0772266 , 0.00783463 , 0.0325614 , 0.00508547 , 0.0550726 , 0.00468554
23.4174 , 0.0769310 , 0.00779977 , 0.0330005 , 0.00510891 , 0.0551415 , 0.00467704
23.5345 , 0.0733701 , 0.00759358 , 0.0382905 , 0.00551159 , 0.0559706 , 0.00470325
23.6522 , 0.0733701 , 0.00757467 , 0.0382905 , 0.00549786 , 0.0559706 , 0.00469154
23.7704 , 0.0733701 , 0.00755580 , 0.0382905 , 0.00548416 , 0.0559706 , 0.00467985
23.8893 , 0.0739231 , 0.00756518 , 0.0380062 , 0.00545218 , 0.0561083 , 0.00467450
24.0087 , 0.0785727 , 0.00777885 , 0.0356155 , 0.00528240 , 0.0572659 , 0.00471544
24.1288 , 0.0785727 , 0.00775947 , 0.0356155 , 0.00526924 , 0.0572659 , 0.00470370
24.2494 , 0.0785727 , 0.00774015 , 0.0356155 , 0.00525612 , 0.0572659 , 0.00469198
24.3707 , 0.0767197 , 0.00763227 , 0.0358144 , 0.00525862 , 0.0564307 , 0.00464757
24.4925 , 0.0649403 , 0.00702552 , 0.0370788 , 0.00534335 , 0.0511210 , 0.00442287
24.6150 , 0.0649403 , 0.00700802 , 0.0370788 , 0.00533004 , 0.0511210 , 0.00441186
24.7380 , 0.0649403 , 0.00699057 , 0.0370788 , 0.00531677 , 0.0511210 , 0.00440087
24.8617 , 0.0617867 , 0.00680465 , 0.0355036 , 0.00519043 , 0.0487503 , 0.00428831
24.9860 , 0.0458922 , 0.00586768 , 0.0275644 , 0.00456671 , 0.0368016 , 0.00372509
25.1110 , 0.0458922 , 0.00585307 , 0.0275644 , 0.00455534 , 0.0368016 , 0.00371582
25.2365 , 0.0458922 , 0.00583849 , 0.0275644 , 0.00454399 , 0.0368016 , 0.00370656
25.3627 , 0.0443212 , 0.00572401 , 0.0259094 , 0.00439625 , 0.0351889 , 0.00361627
25.4895 , 0.0378435 , 0.00527888 , 0.0190855 , 0.00377269 , 0.0285395 , 0.00325271
25.6170 , 0.0378435 , 0.00526573 , 0.0190855 , 0.00376330 , 0.0285395 , 0.00324461
25.7451 , 0.0378435 , 0.00525261 , 0.0190855 , 0.00375392 , 0.0285395 , 0.00323653
25.8738 , 0.0371418 , 0.00518499 , 0.0190229 , 0.00374054 , 0.0281549 , 0.00320487
26.0032 , 0.0347223 , 0.00497994 , 0.0188073 , 0.00371731 , 0.0268285 , 0.00311434
26.1332 , 0.0347223 , 0.00496753 , 0.0188073 , 0.00370805 , 0.0268285 , 0.00310658
26.2638 , 0.0347223 , 0.00495516 , 0.0188073 , 0.00369881 , 0.0268285 , 0.00309884
26.3952 , 0.0368136 , 0.00510325 , 0.0186813 , 0.00367385 , 0.0278200 , 0.00315213
26.5271 , 0.0429419 , 0.00553291 , 0.0183119 , 0.00361825 , 0.0307254 , 0.00331617
26.6598 , 0.0429419 , 0.00551913 , 0.0183119 , 0.00360924 , 0.0307254 , 0.00330791
26.7931 , 0.0429419 , 0.00550538 , 0.0183119 , 0.00360025 , 0.0307254 , 0.00329967
26.9270 , 0.0433227 , 0.00551990 , 0.0193239 , 0.00370356 , 0.0314193 , 0.00333379
27.0617 , 0.0442826 , 0.00557651 , 0.0218746 , 0.00396261 , 0.0331682 , 0.00342962
27.1970 , 0.0442826 , 0.00556262 , 0.0218746 , 0.00395274 , 0.0331682 , 0.00342108
27.3330 , 0.0442826 , 0.00554877 , 0.0218746 , 0.00394290 , 0.0331682 , 0.00341255
27.4696 , 0.0473284 , 0.00572894 , 0.0232577 , 0.00404983 , 0.0353893 , 0.00351738
27.6070 , 0.0539930 , 0.00611678 , 0.0262843 , 0.00428355 , 0.0402495 , 0.00374408
27.7450 , 0.0539930 , 0.00610155 , 0.0262843 , 0.00427288 , 0.0402495 , 0.00373475
27.8837 , 0.0539930 , 0.00608635 , 0.0262843 , 0.00426224 , 0.0402495 , 0.00372545
28.0231 , 0.0553025 , 0.00614855 , 0.0279430 , 0.00438575 , 0.0417322 , 0.00378617
28.1633 , 0.0578078 , 0.00627824 , 0.0311165 , 0.00462000 , 0.0445689 , 0.00390684
28.3041 , 0.0578078 , 0.00626260 , 0.0311165 , 0.00460849 , 0.0445689 , 0.00389711
28.4456 , 0.0578078 , 0.00624701 , 0.0311165 , 0.00459701 , 0.0445689 , 0.00388741
28.5878 , 0.0587714 , 0.00629356 , 0.0313541 , 0.00461221 , 0.0451724 , 0.00391084
28.7308 , 0.0603920 , 0.00638075 , 0.0317538 , 0.00464507 , 0.0461874 , 0.00395603
28.8744 , 0.0603920 , 0.00636486 , 0.0317538 , 0.00463350 , 0.0461874 , 0.00394618
29.0188 , 0.0603920 , 0.00634901 , 0.0317538 , 0.00462196 , 0.0461874 , 0.00393635
29.1639 , 0.0573467 , 0.00617652 , 0.0295510 , 0.00445208 , 0.0435601 , 0.00381665
29.3097 , 0.0528255 , 0.00592151 , 0.0262807 , 0.00419550 , 0.0396593 , 0.00363831
29.4563 , 0.0528255 , 0.00590676 , 0.0262807 , 0.00418505 , 0.0396593 , 0.00362925
29.6035 , 0.0528255 , 0.00589205 , 0.0262807 , 0.00417462 , 0.0396593 , 0.00362021
29.7516 , 0.0500752 , 0.00573100 , 0.0274281 , 0.00425928 , 0.0388422 , 0.00357856
29.9003 , 0.0464600 , 0.00551892 , 0.0289363 , 0.00437018 , 0.0377682 , 0.00352639
30.0498 , 0.0464600 , 0.00550517 , 0.0289363 , 0.00435929 , 0.0377682 , 0.00351761
30.2001 , 0.0464600 , 0.00549146 , 0.0289363 , 0.00434843 , 0.0377682 , 0.00350885
30.3511 , 0.0444019 , 0.00536728 , 0.0273211 , 0.00422634 , 0.0359298 , 0.00342227
30.5028 , 0.0420019 , 0.00522244 , 0.0254375 , 0.00408257 , 0.0337860 , 0.00332091
30.6553 , 0.0420019 , 0.00520944 , 0.0254375 , 0.00407241 , 0.0337860 , 0.00331264
30.8086 , 0.0420019 , 0.00519646 , 0.0254375 , 0.00406226 , 0.0337860 , 0.00330439
30.9627 , 0.0463460 , 0.00544022 , 0.0279734 , 0.00424866 , 0.0372332 , 0.00345814
31.1175 , 0.0508451 , 0.00567971 , 0.0305999 , 0.00443196 , 0.0408035 , 0.00360924
31.2731 , 0.0508451 , 0.00566556 , 0.0305999 , 0.00442092 , 0.0408035 , 0.00360025
31.4294 , 0.0508451 , 0.00565145 , 0.0305999 , 0.00440991 , 0.0408035 , 0.00359129
31.5866 , 0.0526920 , 0.00574840 , 0.0326234 , 0.00455549 , 0.0427379 , 0.00367412
31.7445 , 0.0543912 , 0.00583412 , 0.0344851 , 0.00468324 , 0.0445178 , 0.00374723
31.9032 , 0.0543912 , 0.00581959 , 0.0344851 , 0.00467158 , 0.0445178 , 0.00373790
32.0627 , 0.0543912 , 0.00580510 , 0.0344851 , 0.00465994 , 0.0445178 , 0.00372859
32.2231 , 0.0572546 , 0.00595600 , 0.0345080 , 0.00465177 , 0.0459723 , 0.00378609
32.3842 , 0.0595937 , 0.00607259 , 0.0345268 , 0.00464298 , 0.0471605 , 0.00383023
32.5461 , 0.0595937 , 0.00605747 , 0.0345268 , 0.00463142 , 0.0471605 , 0.00382069
32.7088 , 0.0595937 , 0.00604238 , 0.0345268 , 0.00461988 , 0.0471605 , 0.00381117
32.8724 , 0.0561728 , 0.00586007 , 0.0346481 , 0.00462606 , 0.0454965 , 0.00374003
33.0367 , 0.0536953 , 0.00572159 , 0.0347359 , 0.00462727 , 0.0442914 , 0.00368554
33.2019 , 0.0536953 , 0.00570734 , 0.0347359 , 0.00461574 , 0.0442914 , 0.00367636
33.3679 , 0.0536953 , 0.00569313 , 0.0347359 , 0.00460425 , 0.0442914 , 0.00366721
33.5348 , 0.0510510 , 0.00555089 , 0.0330277 , 0.00448968 , 0.0421114 , 0.00357573
33.7024 , 0.0493570 , 0.00545366 , 0.0319334 , 0.00441136 , 0.0407149 , 0.00351320
33.8709 , 0.0493570 , 0.00544008 , 0.0319334 , 0.00440037 , 0.0407149 , 0.00350445
34.0403 , 0.0493570 , 0.00542653 , 0.0319334 , 0.00438941 , 0.0407149 , 0.00349572
34.2105 , 0.0518410 , 0.00556110 , 0.0321148 , 0.00440597 , 0.0420568 , 0.00355408
34.3816 , 0.0532437 , 0.00562896 , 0.0322173 , 0.00441041 , 0.0428146 , 0.00358245
34.5535 , 0.0532437 , 0.00561494 , 0.0322173 , 0.00439943 , 0.0428146 , 0.00357353
34.7262 , 0.0532437 , 0.00560095 , 0.0322173 , 0.00438847 , 0.0428146 , 0.00356463
34.8999 , 0.0541103 , 0.00564739 , 0.0348180 , 0.00456482 , 0.0445413 , 0.00363699
35.0744 , 0.0545398 , 0.00566294 , 0.0361067 , 0.00464324 , 0.0453970 , 0.00366743
35.2497 , 0.0545398 , 0.00564884 , 0.0361067 , 0.00463168 , 0.0453970 , 0.00365830
35.4260 , 0.0545398 , 0.00563477 , 0.0361067 , 0.00462014 , 0.0453970 , 0.00364918
35.6031 , 0.0554617 , 0.00568390 , 0.0350767 , 0.00454498 , 0.0453507 , 0.00364532
35.7811 , 0.0558602 , 0.00569676 , 0.0346315 , 0.00450594 , 0.0453307 , 0.00363849
35.9600 , 0.0558602 , 0.00568258 , 0.0346315 , 0.00449471 , 0.0453307 , 0.00362943
36.1398 , 0.0558602 , 0.00566842 , 0.0346315 , 0.00448352 , 0.0453307 , 0.00362039
36.3205 , 0.0521242 , 0.00547633 , 0.0327773 , 0.00436257 , 0.0425282 , 0.00350716
36.5021 , 0.0507267 , 0.00539477 , 0.0320838 , 0.00431003 , 0.0414798 , 0.00345874
36.6846 , 0.0507267 , 0.00538134 , 0.0320838 , 0.00429929 , 0.0414798 , 0.00345012
36.8681 , 0.0507267 , 0.00536793 , 0.0320838 , 0.00428859 , 0.0414798 , 0.00344153
37.0524 , 0.0511382 , 0.00539205 , 0.0312833 , 0.00423666 , 0.0412901 , 0.00343528
37.2377 , 0.0512700 , 0.00539054 , 0.0310267 , 0.00421284 , 0.0412294 , 0.00342746
37.4239 , 0.0512700 , 0.00537712 , 0.0310267 , 0.00420235 , 0.0412294 , 0.00341892
37.6110 , 0.0512700 , 0.00536372 , 0.0310267 , 0.00419188 , 0.0412294 , 0.00341041
37.7990 , 0.0563464 , 0.00563296 , 0.0318661 , 0.00425652 , 0.0442041 , 0.00353798
37.9880 , 0.0577215 , 0.00569289 , 0.0320935 , 0.00426598 , 0.0450100 , 0.00356505
38.1780 , 0.0577215 , 0.00567871 , 0.0320935 , 0.00425535 , 0.0450100 , 0.00355617
38.3689 , 0.0577215 , 0.00566457 , 0.0320935 , 0.00424475 , 0.0450100 , 0.00354731
38.5607 , 0.0563739 , 0.00561823 , 0.0317763 , 0.00423749 , 0.0441735 , 0.00352639
38.7535 , 0.0560708 , 0.00559699 , 0.0317050 , 0.00422768 , 0.0439854 , 0.00351489
38.9473 , 0.0560708 , 0.00558304 , 0.0317050 , 0.00421715 , 0.0439854 , 0.00350614
39.1420 , 0.0560708 , 0.00556914 , 0.0317050 , 0.00420665 , 0.0439854 , 0.00349741
39.3377 , 0.0537398 , 0.00546137 , 0.0289958 , 0.00403852 , 0.0414668 , 0.00340424
39.5344 , 0.0533153 , 0.00543053 , 0.0285023 , 0.00399915 , 0.0410080 , 0.00338019
39.7321 , 0.0533153 , 0.00541701 , 0.0285023 , 0.00398919 , 0.0410080 , 0.00337177
39.9307 , 0.0533153 , 0.00540352 , 0.0285023 , 0.00397926 , 0.0410080 , 0.00336338
40.1304 , 0.0532658 , 0.00544033 , 0.0319872 , 0.00421865 , 0.0427116 , 0.00344913
40.3310 , 0.0532587 , 0.00543388 , 0.0324831 , 0.00424234 , 0.0429540 , 0.00345369
40.5327 , 0.0532587 , 0.00542035 , 0.0324831 , 0.00423177 , 0.0429540 , 0.00344509
40.7354 , 0.0532587 , 0.00540685 , 0.0324831 , 0.00422123 , 0.0429540 , 0.00343651
40.9390 , 0.0509014 , 0.00527889 , 0.0293902 , 0.00404720 , 0.0402318 , 0.00333291
41.1437 , 0.0506539 , 0.00525361 , 0.0290654 , 0.00401961 , 0.0399460 , 0.00331450
41.3495 , 0.0506539 , 0.00524052 , 0.0290654 , 0.00400960 , 0.0399460 , 0.00330624
41.5562 , 0.0506539 , 0.00522747 , 0.0290654 , 0.00399961 , 0.0399460 , 0.00329801
41.7640 , 0.0483261 , 0.00512711 , 0.0281397 , 0.00393645 , 0.0383136 , 0.00323876
41.9728 , 0.0481629 , 0.00510817 , 0.0280749 , 0.00392290 , 0.0381992 , 0.00322709
42.1827 , 0.0481629 , 0.00509545 , 0.0280749 , 0.00391313 , 0.0381992 , 0.00321905
42.3936 , 0.0481629 , 0.00508276 , 0.0280749 , 0.00390338 , 0.0381992 , 0.00321104
42.6055 , 0.0537801 , 0.00539334 , 0.0321857 , 0.00418441 , 0.0430693 , 0.00342000
42.8186 , 0.0539898 , 0.00539157 , 0.0323392 , 0.00418443 , 0.0432511 , 0.00341930
43.0327 , 0.0539898 , 0.00537814 , 0.0323392 , 0.00417400 , 0.0432511 , 0.00341078
43.2478 , 0.0539898 , 0.00536475 , 0.0323392 , 0.00416361 , 0.0432511 , 0.00340229
43.4641 , 0.0435485 , 0.00484263 , 0.0274095 , 0.00384992 , 0.0355436 , 0.00309893
43.6814 , 0.0434804 , 0.00482708 , 0.0273773 , 0.00383828 , 0.0354932 , 0.00308920
43.8998 , 0.0434804 , 0.00481505 , 0.0273773 , 0.00382872 , 0.0354932 , 0.00308150
44.1193 , 0.0434646 , 0.00480277 , 0.0273862 , 0.00382079 , 0.0354897 , 0.00307420
44.3399 , 0.0427991 , 0.00477830 , 0.0277639 , 0.00387823 , 0.0353416 , 0.00308220
44.5616 , 0.0427991 , 0.00476640 , 0.0277639 , 0.00386857 , 0.0353416 , 0.00307453
44.7844 , 0.0427991 , 0.00475453 , 0.0277639 , 0.00385894 , 0.0353416 , 0.00306687
45.0083 , 0.0426777 , 0.00473777 , 0.0278157 , 0.00385424 , 0.0353062 , 0.00305882
45.2334 , 0.0404997 , 0.00463720 , 0.0287460 , 0.00393150 , 0.0346699 , 0.00304382
45.4595 , 0.0404997 , 0.00462565 , 0.0287460 , 0.00392171 , 0.0346699 , 0.00303624
45.6868 , 0.0404997 , 0.00461413 , 0.0287460 , 0.00391194 , 0.0346699 , 0.00302868
45.9153 , 0.0404290 , 0.00460149 , 0.0283949 , 0.00387943 , 0.0344601 , 0.00301347
46.1448 , 0.0396424 , 0.00457718 , 0.0244865 , 0.00360738 , 0.0321251 , 0.00291946
46.3756 , 0.0396424 , 0.00456578 , 0.0244865 , 0.00359839 , 0.0321251 , 0.00291218
46.6074 , 0.0396424 , 0.00455440 , 0.0244865 , 0.00358943 , 0.0321251 , 0.00290493
46.8405 , 0.0391264 , 0.00451738 , 0.0246106 , 0.00359338 , 0.0319266 , 0.00289142
47.0747 , 0.0350385 , 0.00429781 , 0.0255936 , 0.00368471 , 0.0303538 , 0.00283410
47.3100 , 0.0350385 , 0.00428710 , 0.0255936 , 0.00367553 , 0.0303538 , 0.00282705
47.5466 , 0.0350385 , 0.00427643 , 0.0255936 , 0.00366638 , 0.0303538 , 0.00282000
47.7843 , 0.0344969 , 0.00423667 , 0.0248351 , 0.00360630 , 0.0297046 , 0.00278549
48.0233 , 0.0312165 , 0.00404580 , 0.0202410 , 0.00327270 , 0.0257726 , 0.00260631
48.2634 , 0.0312165 , 0.00403573 , 0.0202410 , 0.00326455 , 0.0257726 , 0.00259982
48.5047 , 0.0312165 , 0.00402567 , 0.0202410 , 0.00325642 , 0.0257726 , 0.00259334
48.7472 , 0.0308470 , 0.00399675 , 0.0193597 , 0.00318094 , 0.0251493 , 0.00255870
48.9909 , 0.0290602 , 0.00389436 , 0.0150973 , 0.00282555 , 0.0221346 , 0.00241175
49.2359 , 0.0290602 , 0.00388466 , 0.0150973 , 0.00281851 , 0.0221346 , 0.00240574
49.4821 , 0.0290602 , 0.00387499 , 0.0150973 , 0.00281149 , 0.0221346 , 0.00239975
49.7295 , 0.0287987 , 0.00385324 , 0.0153363 , 0.00283178 , 0.0221213 , 0.00239672
49.9781 , 0.0277592 , 0.00379527 , 0.0162864 , 0.00293045 , 0.0220687 , 0.00240240
50.2280 , 0.0277592 , 0.00378582 , 0.0162864 , 0.00292315 , 0.0220687 , 0.00239642
50.4792 , 0.0277592 , 0.00377639 , 0.0162864 , 0.00291587 , 0.0220687 , 0.00239045
50.7316 , 0.0277142 , 0.00377258 , 0.0165435 , 0.00293997 , 0.0221736 , 0.00239618
50.9852 , 0.0275641 , 0.00378176 , 0.0174012 , 0.00303472 , 0.0225233 , 0.00242869
51.2402 , 0.0275641 , 0.00377234 , 0.0174012 , 0.00302716 , 0.0225233 , 0.00242264
51.4964 , 0.0275641 , 0.00376294 , 0.0174012 , 0.00301962 , 0.0225233 , 0.00241661
51.7538 , 0.0270557 , 0.00372763 , 0.0168120 , 0.00296319 , 0.0219748 , 0.00238532
52.0126 , 0.0256103 , 0.00364375 , 0.0151367 , 0.00281248 , 0.0204154 , 0.00230620
52.2727 , 0.0256103 , 0.00363468 , 0.0151367 , 0.00280547 , 0.0204154 , 0.00230045
52.5340 , 0.0256103 , 0.00362563 , 0.0151367 , 0.00279849 , 0.0204154 , 0.00229472
52.7967 , 0.0261246 , 0.00366166 , 0.0158515 , 0.00287152 , 0.0210291 , 0.00233116
53.0607 , 0.0273848 , 0.00376040 , 0.0176029 , 0.00305110 , 0.0225330 , 0.00242532
53.3260 , 0.0273848 , 0.00375104 , 0.0176029 , 0.00304350 , 0.0225330 , 0.00241928
53.5926 , 0.0273848 , 0.00374169 , 0.0176029 , 0.00303592 , 0.0225330 , 0.00241325
53.8606 , 0.0263017 , 0.00366767 , 0.0170773 , 0.00298638 , 0.0217264 , 0.00236876
54.1299 , 0.0239942 , 0.00351706 , 0.0159573 , 0.00288769 , 0.0200079 , 0.00227894
54.4005 , 0.0239942 , 0.00350830 , 0.0159573 , 0.00288050 , 0.0200079 , 0.00227327
54.6725 , 0.0239942 , 0.00349956 , 0.0159573 , 0.00287332 , 0.0200079 , 0.00226760
54.9459 , 0.0251422 , 0.00358997 , 0.0155759 , 0.00284525 , 0.0203973 , 0.00229463
55.2206 , 0.0272833 , 0.00375848 , 0.0148646 , 0.00279883 , 0.0211236 , 0.00234850
55.4967 , 0.0272833 , 0.00374912 , 0.0148646 , 0.00279186 , 0.0211236 , 0.00234265
55.7742 , 0.0272833 , 0.00373978 , 0.0148646 , 0.00278491 , 0.0211236 , 0.00233681
56.0531 , 0.0272477 , 0.00373919 , 0.0147921 , 0.00277987 , 0.0210697 , 0.00233509
56.3333 , 0.0271891 , 0.00374411 , 0.0146733 , 0.00277606 , 0.0209813 , 0.00233598
56.6150 , 0.0271891 , 0.00373478 , 0.0146733 , 0.00276914 , 0.0209813 , 0.00233016
56.8981 , 0.0271891 , 0.00372548 , 0.0146733 , 0.00276224 , 0.0209813 , 0.00232436
57.1826 , 0.0284032 , 0.00381554 , 0.0145693 , 0.00275274 , 0.0215416 , 0.00235845
57.4685 , 0.0301631 , 0.00394526 , 0.0144187 , 0.00274209 , 0.0223539 , 0.00240907
57.7558 , 0.0301631 , 0.00393544 , 0.0144187 , 0.00273526 , 0.0223539 , 0.00240307
58.0446 , 0.0301631 , 0.00392564 , 0.0144187 , 0.00272845 , 0.0223539 , 0.00239708
58.3348 , 0.0290746 , 0.00386488 , 0.0133755 , 0.00263342 , 0.0212879 , 0.00234529
58.6265 , 0.0276771 , 0.00378896 , 0.0120361 , 0.00250932 , 0.0199192 , 0.00227943
58.9196 , 0.0276771 , 0.00377952 , 0.0120361 , 0.00250307 , 0.0199192 , 0.00227375
59.2142 , 0.0276771 , 0.00377011 , 0.0120361 , 0.00249683 , 0.0199192 , 0.00226809
59.5103 , 0.0279606 , 0.00379789 , 0.0134409 , 0.00264871 , 0.0207589 , 0.00232161
59.8079 , 0.0282838 , 0.00383024 , 0.0150416 , 0.00281104 , 0.0217156 , 0.00238130
60.1069 , 0.0282838 , 0.00382070 , 0.0150416 , 0.00280403 , 0.0217156 , 0.00237537
60.4074 , 0.0282838 , 0.00381119 , 0.0150416 , 0.00279705 , 0.0217156 , 0.00236946
60.7095 , 0.0277575 , 0.00379160 , 0.0143344 , 0.00273781 , 0.0210997 , 0.00234432
61.0130 , 0.0272250 , 0.00377194 , 0.0136187 , 0.00267717 , 0.0204763 , 0.00231890
61.3181 , 0.0272250 , 0.00376255 , 0.0136187 , 0.00267051 , 0.0204763 , 0.00231312
61.6247 , 0.0272250 , 0.00375318 , 0.0136187 , 0.00266386 , 0.0204763 , 0.00230736
61.9328 , 0.0245388 , 0.00357158 , 0.0138506 , 0.00269614 , 0.0192375 , 0.00224245
62.2425 , 0.0221239 , 0.00340080 , 0.0140591 , 0.00272385 , 0.0181237 , 0.00218245
62.5537 , 0.0221239 , 0.00339233 , 0.0140591 , 0.00271707 , 0.0181237 , 0.00217702
62.8664 , 0.0221239 , 0.00338389 , 0.0140591 , 0.00271030 , 0.0181237 , 0.00217160
63.1808 , 0.0234418 , 0.00348719 , 0.0132492 , 0.00263030 , 0.0183863 , 0.00218884
63.4967 , 0.0244935 , 0.00356495 , 0.0126030 , 0.00256394 , 0.0185958 , 0.00220125
63.8142 , 0.0244935 , 0.00355607 , 0.0126030 , 0.00255755 , 0.0185958 , 0.00219577
64.1332 , 0.0244935 , 0.00354721 , 0.0126030 , 0.00255118 , 0.0185958 , 0.00219030
64.4539 , 0.0235625 , 0.00350184 , 0.0124554 , 0.00255758 , 0.0180534 , 0.00217353
64.7762 , 0.0229041 , 0.00346712 , 0.0123510 , 0.00256017 , 0.0176697 , 0.00216009
65.1001 , 0.0229041 , 0.00345848 , 0.0123510 , 0.00255380 , 0.0176697 , 0.00215471
65.4256 , 0.0229041 , 0.00344987 , 0.0123510 , 0.00254744 , 0.0176697 , 0.00214935
65.7527 , 0.0242847 , 0.00357960 , 0.0141963 , 0.00274763 , 0.0192809 , 0.00226100
66.0814 , 0.0251480 , 0.00365431 , 0.0153501 , 0.00286207 , 0.0202882 , 0.00232537
66.4119 , 0.0251480 , 0.00364521 , 0.0153501 , 0.00285494 , 0.0202882 , 0.00231958
66.7439 , 0.0251480 , 0.00363613 , 0.0153501 , 0.00284783 , 0.0202882 , 0.00231380
67.0776 , 0.0220002 , 0.00340728 , 0.0142094 , 0.00275827 , 0.0181359 , 0.00219561
67.4130 , 0.0202666 , 0.00327178 , 0.0135812 , 0.00270502 , 0.0169506 , 0.00212585
67.7501 , 0.0202666 , 0.00326363 , 0.0135812 , 0.00269828 , 0.0169506 , 0.00212056
68.0888 , 0.0202666 , 0.00325550 , 0.0135812 , 0.00269156 , 0.0169506 , 0.00211528
68.4293 , 0.0213780 , 0.00336885 , 0.0138123 , 0.00272188 , 0.0176254 , 0.00216921
68.7714 , 0.0219145 , 0.00341740 , 0.0139238 , 0.00273274 , 0.0179511 , 0.00219175
69.1153 , 0.0219145 , 0.00340889 , 0.0139238 , 0.00272594 , 0.0179511 , 0.00218629
69.4609 , 0.0219145 , 0.00340040 , 0.0139238 , 0.00271915 , 0.0179511 , 0.00218085
69.8082 , 0.0218312 , 0.00342604 , 0.0132436 , 0.00268060 , 0.0175718 , 0.00217930
70.1572 , 0.0217962 , 0.00343171 , 0.0129576 , 0.00266048 , 0.0174122 , 0.00217550
70.5080 , 0.0217962 , 0.00342317 , 0.0129576 , 0.00265385 , 0.0174122 , 0.00217008
70.8605 , 0.0217962 , 0.00341464 , 0.0129576 , 0.00264724 , 0.0174122 , 0.00216467
71.2148 , 0.0220746 , 0.00344991 , 0.0130268 , 0.00266896 , 0.0175869 , 0.00218534
71.5709 , 0.0221758 , 0.00345704 , 0.0130520 , 0.00267250 , 0.0176504 , 0.00218926
71.9288 , 0.0221758 , 0.00344843 , 0.0130520 , 0.00266584 , 0.0176504 , 0.00218381
72.2884 , 0.0221758 , 0.00343984 , 0.0130520 , 0.00265920 , 0.0176504 , 0.00217837
72.6498 , 0.0218519 , 0.00345685 , 0.0114858 , 0.00251036 , 0.0167103 , 0.00214145
