23005		114.6
23010		114.6
23015		114.6
23020		114.6
23025		114.6
23030		114.6
23035		114.6
23040		114.6
23045		114.6
23050		114.6
23055		114.6
23060		114.6
23065		114.6
23070		114.6
23075		114.6
23080		114.6
23085		114.6
23090		114.6
23095		114.6
23100		114.6
23105		114.6
23110		114.6
23115		114.6
23120		114.6
23125		114.6
23130		114.6
23135		114.6
23140		114.6
23145		114.6
23150		114.6
23155		114.6
23160		114.6
23165		114.6
23170		114.6
23175		114.6
23180		114.6
23185		114.6
23190		120.278
23195		120.516
23200		120.77
23205		121.04
23210		121.328
23215		121.636
23220		121.966
23225		122.32
23230		122.7
23235		123.109
23240		123.551
23245		124.027
23250		124.543
23255		125.103
23260		125.713
23265		126.377
23270		127.103
23275		127.899
23280		128.774
23285		129.74
23290		130.809
23295		131.997
23300		133.323
23305		134.809
23310		136.485
23315		138.389
23320		141.269
23325		143.941
23330		147.155
23335		151.204
23340		156.688
23345		164.87
23350		178.394
23355		202.632
23360		247.978
23365		333.352
23370		490.761
23375		769.967
23380		1241.1
23385		1992.15
23390		3118.81
23395		4707.4
23400		6818.82
23405		9490.86
23410		12780.9
23415		16827.3
23420		21466
23425		24060.7
23430		24050.7
23435		22950.3
23440		21191.8
23445		19015.6
23450		16639.7
23455		14256.2
23460		12010.7
23465		9993.53
23470		8244.51
23475		6768.95
23480		5539.62
23485		4529.19
23490		3703.98
23495		3032.35
23500		2486.66
23505		2043.61
23510		1683.98
23515		1392.08
23520		1155.12
23525		962.727
23530		806.488
23535		679.576
23540		576.455
23545		492.637
23550		424.481
23555		369.037
23560		323.91
23565		287.158
23570		257.208
23575		232.781
23580		212.842
23585		196.551
23590		183.225
23595		172.31
23600		163.358
23605		156.004
23610		149.951
23615		144.96
23620		140.834
23625		137.415
23630		134.573
23635		132.204
23640		130.222
23645		128.558
23650		127.155
23655		125.966
23660		114.6
23665		114.6
23670		114.6
23675		114.6
23680		114.6
23685		114.6
23690		114.6
23695		114.6
23700		114.6
