-0.1 0.40692589
-0.099599198 0.41015257
-0.099198397 0.41341755
-0.098797595 0.41672145
-0.098396794 0.42006489
-0.097995992 0.42344848
-0.09759519 0.42687288
-0.097194389 0.43033874
-0.096793587 0.43384672
-0.096392786 0.43739751
-0.095991984 0.4409918
-0.095591182 0.44463031
-0.095190381 0.44831375
-0.094789579 0.45204286
-0.094388778 0.45581839
-0.093987976 0.45964113
-0.093587174 0.46351184
-0.093186373 0.46743133
-0.092785571 0.47140042
-0.09238477 0.47541995
-0.091983968 0.47949076
-0.091583166 0.48361372
-0.091182365 0.48778973
-0.090781563 0.49201969
-0.090380762 0.49630453
-0.08997996 0.50064519
-0.089579158 0.50504265
-0.089178357 0.50949789
-0.088777555 0.51401191
-0.088376754 0.51858575
-0.087975952 0.52322047
-0.08757515 0.52791714
-0.087174349 0.53267686
-0.086773547 0.53750076
-0.086372745 0.54238998
-0.085971944 0.5473457
-0.085571142 0.55236913
-0.085170341 0.55746149
-0.084769539 0.56262404
-0.084368737 0.56785807
-0.083967936 0.57316489
-0.083567134 0.57854584
-0.083166333 0.5840023
-0.082765531 0.58953567
-0.082364729 0.59514741
-0.081963928 0.60083898
-0.081563126 0.60661188
-0.081162325 0.61246767
-0.080761523 0.61840792
-0.080360721 0.62443426
-0.07995992 0.63054833
-0.079559118 0.63675183
-0.079158317 0.6430465
-0.078757515 0.64943412
-0.078356713 0.65591651
-0.077955912 0.66249553
-0.07755511 0.6691731
-0.077154309 0.67595118
-0.076753507 0.68283177
-0.076352705 0.68981693
-0.075951904 0.69690876
-0.075551102 0.70410944
-0.075150301 0.71142117
-0.074749499 0.71884623
-0.074348697 0.72638694
-0.073947896 0.73404569
-0.073547094 0.74182494
-0.073146293 0.7497272
-0.072745491 0.75775504
-0.072344689 0.76591111
-0.071943888 0.77419813
-0.071543086 0.78261888
-0.071142285 0.79117622
-0.070741483 0.79987309
-0.070340681 0.8087125
-0.06993988 0.81769754
-0.069539078 0.8268314
-0.069138277 0.83611734
-0.068737475 0.8455587
-0.068336673 0.85515894
-0.067935872 0.86492159
-0.06753507 0.87485029
-0.067134269 0.88494879
-0.066733467 0.89522091
