##Some comment
#q(1/A)	R	Err
0.07832	0.000190398	0
0.07796	0.000159889	0
0.0776	0.000161331	0
0.07724	0.000162954	0
0.07688	0.000177697	0
0.07652	0.00016283	0
0.07616	0.000180511	0
0.0758	0.000159162	0
0.07544	0.000157169	0
0.07508	0.000154762	0
0.07472	0.000154049	0
0.07436	0.000168817	0
0.074	0.000163205	0
0.07364	0.000195517	0
0.07328	0.000206552	0
0.07292	0.000205742	0
0.07256	0.000193278	0
0.0722	0.000196856	0
0.07184	0.000213493	0
0.07148	0.000188543	0
0.07112	0.000204879	0
0.07076	0.000236813	0
0.0704	0.000242931	0
0.07004	0.000247782	0
0.06968	0.000251101	0
0.06932	0.000255108	0
0.06896	0.000266741	0
0.0686	0.000277129	0
0.06824	0.000252253	0
0.06788	0.000250284	0
0.06752	0.000269692	0
0.06716	0.000284145	0
0.0668	0.000301532	0
0.06644	0.000267813	0
0.06608	0.000280425	0
0.06572	0.000333748	0
0.06536	0.000339495	0
0.065	0.000291254	0
0.06464	0.000358784	0
0.06428	0.0003601	0
0.06392	0.000413313	0
0.06356	0.000411966	0
0.0632	0.000421851	0
0.06284	0.000392704	0
0.06248	0.000418682	0
0.06212	0.000437162	0
0.06176	0.000426322	0
0.0614	0.000398343	0
0.06104	0.000368156	0
0.06068	0.000350862	0
0.06032	0.000365122	0
0.05996	0.000413393	0
0.0596	0.000504555	0
0.05924	0.000435952	0
0.05888	0.000372174	0
0.05852	0.000371734	0
0.05816	0.000413898	0
0.0578	0.000412719	0
0.05744	0.000428508	0
0.05708	0.000451851	0
0.05672	0.000439361	0
0.05636	0.000518098	0
0.056	0.00054179	0
0.05564	0.000566206	0
0.05528	0.000555254	0
0.05492	0.000510823	0
0.05456	0.000547743	0
0.0542	0.000567766	0
0.05384	0.000541991	0
0.05348	0.00055757	0
0.05312	0.000496946	0
0.05276	0.000455492	0
0.0524	0.000495304	0
0.05204	0.000547737	0
0.05168	0.000503311	0
0.05132	0.000560662	0
0.05096	0.000570477	0
0.0506	0.000534657	0
0.05024	0.000504971	0
0.04988	0.000541509	0
0.04952	0.000700346	0
0.04916	0.000623986	0
0.0488	0.000553666	0
0.04844	0.000583901	0
0.04808	0.000635159	0
0.04772	0.000768927	0
0.04736	0.000741513	0
0.047	0.000648306	0
0.04664	0.000770449	0
0.04628	0.000841142	0
0.04592	0.000929355	0
0.04556	0.000970299	0
0.0452	0.000793104	0
0.04484	0.000766756	0
0.04448	0.000878661	0
0.04412	0.000894012	0
0.04376	0.000902861	0
0.0434	0.00106032	0
0.04304	0.000974356	0
0.04268	0.00106133	0
0.04232	0.00112478	0
0.04196	0.00112718	0
0.0416	0.00118194	0
0.04124	0.00110649	0
0.04088	0.0011891	0
0.04052	0.0012354	0
0.04016	0.00126016	0
0.0398	0.0014778	0
0.03944	0.00134427	0
0.03908	0.00121817	0
0.03872	0.00128435	0
0.03836	0.00150755	0
0.038	0.0016205	0
0.03764	0.00175236	0
0.03728	0.00156572	0
0.03692	0.00146266	0
0.03656	0.00156419	0
0.0362	0.00152326	0
0.03584	0.001623	0
0.03548	0.00147891	0
0.03512	0.00171875	0
0.03476	0.00157082	0
0.0344	0.00171768	0
0.03404	0.00180454	0
0.03368	0.00199037	0
0.03332	0.00199017	0
0.03296	0.00214891	0
0.0326	0.00209025	0
0.03224	0.00193076	0
0.03188	0.00193054	0
0.03152	0.00240563	0
0.03116	0.00202876	0
0.0308	0.00217109	0
0.03044	0.00216212	0
0.03008	0.0025396	0
0.02972	0.00240923	0
0.02936	0.00215171	0
0.029	0.00250212	0
0.02864	0.00270989	0
0.02828	0.00313637	0
0.02792	0.00311936	0
0.02756	0.00314292	0
0.0272	0.00326606	0
0.02684	0.00322	0
0.02648	0.00468322	0
0.02612	0.00385572	0
0.02576	0.0348529	0
0.0254	0.0872041	0
0.02504	0.146026	0
0.02468	0.259662	0
0.02432	0.248868	0
0.02396	0.195758	0
0.0236	0.0600607	0
0.02324	0.0342328	0
0.02288	0.0148197	0
0.02252	0	0
0.02216	0	0
0.0218	0	0
0.02144	0	0
0.02108	0	0
0.02072	0	0
0.02036	0	0
0.02	0	0
