X , Y0 , E0
14.76 , -2.31625 , 0.00287076
14.77 , -2.76786 , 0.00285763
14.78 , -3.23312 , 0.00284568
14.79 , -3.70263 , 0.00283869
14.8 , -4.16589 , 0.00283876
14.81 , -4.61173 , 0.00284562
14.82 , -5.02883 , 0.00285681
14.83 , -5.40609 , 0.0028685
14.84 , -5.73308 , 0.00287679
14.85 , -6.00029 , 0.00287903
14.86 , -6.19935 , 0.00287463
14.87 , -6.3231 , 0.00286522
14.88 , -6.3656 , 0.00285405
14.89 , -6.32204 , 0.00284487
14.9 , -6.18853 , 0.00284067
14.91 , -5.96195 , 0.00284269
14.92 , -5.63976 , 0.00285006
14.93 , -5.21979 , 0.00286018
14.94 , -4.70017 , 0.00286961
14.95 , -4.07931 , 0.00287524
14.96 , -3.35597 , 0.00287535
14.97 , -2.52946 , 0.00287012
14.98 , -1.59991 , 0.00286149
14.99 , -0.568681 , 0.00285247
15 , 0.561224 , 0.00284608
15.01 , 1.78472 , 0.00284433
15.02 , 3.09419 , 0.00284759
15.03 , 4.47914 , 0.00285457
15.04 , 5.92594 , 0.00286277
15.05 , 7.41771 , 0.00286946
15.06 , 8.93441 , 0.00287255
15.07 , 10.4531 , 0.00287132
15.08 , 11.9483 , 0.00286655
15.09 , 13.3928 , 0.00286022
15.1 , 14.7585 , 0.00285469
15.11 , 16.017 , 0.00285191
15.12 , 17.1411 , 0.00285273
15.13 , 18.1055 , 0.00285665
15.14 , 18.8879 , 0.00286212
15.15 , 19.4701 , 0.00286708
15.16 , 19.8382 , 0.00286982
15.17 , 19.984 , 0.00286952
15.18 , 19.9046 , 0.00286654
15.19 , 19.6027 , 0.00286222
15.2 , 19.0867 , 0.00285832
15.21 , 18.3701 , 0.00285638
15.22 , 17.4706 , 0.00285707
15.23 , 16.4097 , 0.00285999
15.24 , 15.2118 , 0.00286387
15.25 , 13.9027 , 0.00286704
15.26 , 12.5093 , 0.00286813
15.27 , 11.0581 , 0.0028666
15.28 , 9.57442 , 0.00286299
15.29 , 8.08207 , 0.00285871
15.3 , 6.60233 , 0.00285552
15.31 , 5.15383 , 0.00285481
15.32 , 3.75226 , 0.00285709
15.33 , 2.41042 , 0.00286167
15.34 , 1.13829 , 0.00286693
15.35 , -0.0566901 , 0.00287085
15.36 , -1.16932 , 0.00287179
15.37 , -2.19627 , 0.00286911
15.38 , -3.13575 , 0.00286351
15.39 , -3.98717 , 0.00285682
15.4 , -4.75093 , 0.00285143
15.41 , -5.42818 , 0.00284942
15.42 , -6.02083 , 0.00285181
15.43 , -6.53149 , 0.00285814
15.44 , -6.96355 , 0.00286652
15.45 , -7.32132 , 0.00287428
15.46 , -7.61014 , 0.00287881
15.47 , -7.83652 , 0.00287851
15.48 , -8.00818 , 0.00287336
15.49 , -8.13412 , 0.00286499
15.5 , -8.22446 , 0.00285616
15.51 , -8.29031 , 0.00284985
15.52 , -8.34344 , 0.00284825
15.53 , -8.3959 , 0.00285195
15.54 , -8.45958 , 0.00285979
15.55 , -8.54569 , 0.00286912
15.56 , -8.6642 , 0.00287677
15.57 , -8.8234 , 0.00288009
15.58 , -9.02942 , 0.00287788
15.59 , -9.2859 , 0.00287083
15.6 , -9.59377 , 0.00286135
15.61 , -9.95121 , 0.00285273
15.62 , -10.3537 , 0.00284808
15.63 , -10.7942 , 0.00284921
15.64 , -11.2637 , 0.00285602
15.65 , -11.7516 , 0.00286648
15.66 , -12.2462 , 0.00287727
15.67 , -12.7354 , 0.00288488
15.68 , -13.2075 , 0.00288677
15.69 , -13.6514 , 0.00288225
15.7 , -14.0574 , 0.00287271
15.71 , -14.4177 , 0.00286119
15.72 , -14.726 , 0.00285141
15.73 , -14.9786 , 0.00284649
15.74 , -15.1736 , 0.00284799
15.75 , -15.3109 , 0.00285537
15.76 , -15.3922 , 0.00286618
15.77 , -15.4206 , 0.00287686
15.78 , -15.3997 , 0.00288395
15.79 , -15.3341 , 0.0028852
15.8 , -15.228 , 0.00288028
15.81 , -15.0857 , 0.00287088
15.82 , -14.9108 , 0.0028601
15.83 , -14.7065 , 0.00285142
15.84 , -14.4752 , 0.00284754
15.85 , -14.2187 , 0.00284955
15.86 , -13.9385 , 0.00285659
15.87 , -13.6357 , 0.00286624
15.88 , -13.3114 , 0.00287533
15.89 , -12.9672 , 0.00288103
15.9 , -12.605 , 0.00288178
15.91 , -12.2273 , 0.00287772
15.92 , -11.8374 , 0.00287058
15.93 , -11.4394 , 0.00286302
15.94 , -11.0377 , 0.00285765
15.95 , -10.6373 , 0.0028562
15.96 , -10.243 , 0.0028589
15.97 , -9.85955 , 0.00286456
15.98 , -9.49055 , 0.002871
15.99 , -9.1386 , 0.00287592
16 , -8.8047 , 0.00287769
16.01 , -8.48795 , 0.00287591
16.02 , -8.18541 , 0.0028715
16.03 , -7.892 , 0.0028663
16.04 , -7.6006 , 0.00286235
16.05 , -7.30226 , 0.00286114
16.06 , -6.98662 , 0.00286302
16.07 , -6.64233 , 0.00286717
16.08 , -6.25769 , 0.00287186
16.09 , -5.82124 , 0.00287519
16.1 , -5.32244 , 0.00287581
16.11 , -4.75227 , 0.00287341
16.12 , -4.10379 , 0.0028689
16.13 , -3.37259 , 0.00286407
16.14 , -2.5571 , 0.00286087
16.15 , -1.65876 , 0.0028607
16.16 , -0.682038 , 0.00286382
16.17 , 0.365724 , 0.00286922
16.18 , 1.47455 , 0.00287494
16.19 , 2.63225 , 0.00287879
16.2 , 3.82483 , 0.00287915
16.21 , 5.03706 , 0.00287562
16.22 , 6.25295 , 0.00286924
16.23 , 7.45625 , 0.0028622
16.24 , 8.63092 , 0.00285706
16.25 , 9.76147 , 0.0028559
16.26 , 10.8333 , 0.00285948
16.27 , 11.8327 , 0.00286692
16.28 , 12.7475 , 0.00287593
16.29 , 13.5664 , 0.00288354
16.3 , 14.2796 , 0.0028871
16.31 , 14.8784 , 0.00288521
16.32 , 15.3556 , 0.00287828
16.33 , 15.7051 , 0.00286848
16.34 , 15.9223 , 0.00285903
16.35 , 16.0042 , 0.00285316
16.36 , 15.9493 , 0.00285304
16.37 , 15.7584 , 0.00285898
16.38 , 15.4344 , 0.00286928
16.39 , 14.9829 , 0.00288073
16.4 , 14.4123 , 0.00288965
16.41 , 13.734 , 0.0028931
16.42 , 12.9627 , 0.00288984
16.43 , 12.1161 , 0.00288081
16.44 , 11.2151 , 0.00286881
16.45 , 10.2829 , 0.00285765
16.46 , 9.34503 , 0.00285087
16.47 , 8.42835 , 0.00285063
16.48 , 7.56018 , 0.00285698
16.49 , 6.76735 , 0.00286786
16.5 , 6.07519 , 0.00287975
16.51 , 5.50641 , 0.00288887
16.52 , 5.08008 , 0.00289236
16.53 , 4.8107 , 0.00288924
16.54 , 4.70745 , 0.00288068
16.55 , 4.7736 , 0.00286961
16.56 , 5.00624 , 0.00285971
16.57 , 5.39619 , 0.00285423
16.58 , 5.92832 , 0.00285488
16.59 , 6.58202 , 0.00286134
16.6 , 7.332 , 0.0028714
16.61 , 8.14927 , 0.00288171
16.62 , 9.00229 , 0.00288891
16.63 , 9.85823 , 0.00289075
16.64 , 10.6842 , 0.00288679
16.65 , 11.4487 , 0.0028785
16.66 , 12.1223 , 0.00286875
16.67 , 12.6792 , 0.00286079
16.68 , 13.0978 , 0.00285721
16.69 , 13.3611 , 0.00285909
16.7 , 13.4574 , 0.00286568
16.71 , 13.3802 , 0.00287474
16.72 , 13.1283 , 0.0028833
16.73 , 12.705 , 0.00288867
16.74 , 12.1185 , 0.00288933
16.75 , 11.3806 , 0.00288535
16.76 , 10.5061 , 0.00287833
16.77 , 9.51273 , 0.00287076
16.78 , 8.41991 , 0.00286516
16.79 , 7.24838 , 0.00286328
16.8 , 6.01962 , 0.00286549
16.81 , 4.7554 , 0.00287081
16.82 , 3.47736 , 0.00287726
16.83 , 2.20675 , 0.00288265
16.84 , 0.964102 , 0.00288528
16.85 , -0.230897 , 0.00288453
16.86 , -1.35967 , 0.00288097
16.87 , -2.40491 , 0.00287609
16.88 , -3.35085 , 0.00287172
16.89 , -4.18344 , 0.00286932
16.9 , -4.89071 , 0.00286951
16.91 , -5.46305 , 0.0028719
16.92 , -5.89354 , 0.00287532
16.93 , -6.17829 , 0.00287827
16.94 , -6.31675 , 0.00287956
16.95 , -6.31193 , 0.00287873
16.96 , -6.17053 , 0.00287621
16.97 , -5.90298 , 0.00287309
16.98 , -5.52332 , 0.00287072
16.99 , -5.04889 , 0.00287008
17 , -4.4999 , 0.00287148
17.01 , -3.89881 , 0.00287434
17.02 , -3.26962 , 0.0028775
17.03 , -2.63694 , 0.00287962
17.04 , -2.02514 , 0.00287979
17.05 , -1.45736 , 0.00287787
17.06 , -0.954573 , 0.00287463
17.07 , -0.534776 , 0.00287149
17.08 , -0.212234 , 0.00286994
17.09 , 0.00306905 , 0.00287102
17.1 , 0.10579 , 0.00287478
17.11 , 0.0953696 , 0.00288025
17.12 , -0.0240454 , 0.00288566
17.13 , -0.243905 , 0.00288907
17.14 , -0.551747 , 0.00288906
17.15 , -0.931866 , 0.00288531
17.16 , -1.36609 , 0.00287878
17.17 , -1.83467 , 0.00287151
17.18 , -2.31712 , 0.00286592
17.19 , -2.79315 , 0.00286404
17.2 , -3.24345 , 0.00286675
17.21 , -3.65036 , 0.00287342
17.22 , -3.99847 , 0.00288206
17.23 , -4.27506 , 0.0028899
17.24 , -4.47029 , 0.00289432
17.25 , -4.57739 , 0.00289371
17.26 , -4.59255 , 0.00288806
17.27 , -4.51486 , 0.00287903
17.28 , -4.346 , 0.00286942
17.29 , -4.09 , 0.0028623
17.3 , -3.75291 , 0.00286001
17.31 , -3.3425 , 0.00286334
17.32 , -2.86792 , 0.00287133
17.33 , -2.3395 , 0.00288146
17.34 , -1.76849 , 0.00289053
17.35 , -1.16694 , 0.00289569
17.36 , -0.547487 , 0.00289532
17.37 , 0.0766919 , 0.00288962
17.38 , 0.692031 , 0.0028805
17.39 , 1.2847 , 0.00287096
17.4 , 1.84075 , 0.00286413
17.41 , 2.34637 , 0.0028622
17.42 , 2.7881 , 0.00286576
17.43 , 3.15317 , 0.00287363
17.44 , 3.4299 , 0.00288323
17.45 , 3.60807 , 0.00289151
17.46 , 3.67936 , 0.00289588
17.47 , 3.63777 , 0.0028951
17.48 , 3.47996 , 0.00288961
17.49 , 3.20555 , 0.00288134
17.5 , 2.81731 , 0.00287305
17.51 , 2.32124 , 0.00286737
17.52 , 1.72643 , 0.00286597
17.53 , 1.0449 , 0.00286905
17.54 , 0.291167 , 0.00287531
17.55 , -0.518254 , 0.00288251
17.56 , -1.36548 , 0.00288823
17.57 , -2.23196 , 0.0028907
17.58 , -3.0992 , 0.00288938
17.59 , -3.94955 , 0.00288507
17.6 , -4.76681 , 0.00287954
17.61 , -5.53689 , 0.00287488
17.62 , -6.24825 , 0.00287273
17.63 , -6.89219 , 0.00287374
17.64 , -7.46304 , 0.00287734
17.65 , -7.95806 , 0.00288203
17.66 , -8.37728 , 0.00288598
17.67 , -8.72314 , 0.0028877
17.68 , -8.99998 , 0.00288661
17.69 , -9.21353 , 0.00288322
17.7 , -9.37029 , 0.00287897
17.71 , -9.47694 , 0.00287559
17.72 , -9.53983 , 0.00287454
17.73 , -9.56449 , 0.00287634
17.74 , -9.55531 , 0.00288046
17.75 , -9.51537 , 0.00288541
17.76 , -9.44636 , 0.00288934
17.77 , -9.34866 , 0.00289069
17.78 , -9.2216 , 0.00288882
17.79 , -9.06375 , 0.00288426
17.8 , -8.87331 , 0.00287858
17.81 , -8.64854 , 0.00287381
17.82 , -8.38819 , 0.00287178
17.83 , -8.09184 , 0.00287341
17.84 , -7.76019 , 0.00287833
17.85 , -7.39529 , 0.00288501
17.86 , -7.00054 , 0.00289122
17.87 , -6.58068 , 0.00289482
17.88 , -6.1416 , 0.00289448
17.89 , -5.69005 , 0.00289022
17.9 , -5.23326 , 0.00288337
17.91 , -4.77858 , 0.00287621
17.92 , -4.33301 , 0.00287116
17.93 , -3.90285 , 0.00286997
17.94 , -3.49334 , 0.00287309
17.95 , -3.10841 , 0.00287954
17.96 , -2.75058 , 0.00288717
17.97 , -2.42091 , 0.00289342
17.98 , -2.11912 , 0.0028962
17.99 , -1.8438 , 0.00289458
18 , -1.59275 , 0.00288911
18.01 , -1.3633 , 0.00288167
18.02 , -1.15277 , 0.00287482
18.03 , -0.958803 , 0.0028709
18.04 , -0.77975 , 0.00287127
18.05 , -0.614924 , 0.0028758
18.06 , -0.464764 , 0.00288291
18.07 , -0.330869 , 0.00289014
18.08 , -0.215899 , 0.00289498
18.09 , -0.123355 , 0.0028957
18.1 , -0.0572278 , 0.002892
18.11 , -0.0215651 , 0.00288511
18.12 , -0.0199769 , 0.00287735
18.13 , -0.0551189 , 0.00287138
18.14 , -0.128197 , 0.00286928
18.15 , -0.238535 , 0.0028718
18.16 , -0.383239 , 0.00287817
18.17 , -0.556999 , 0.00288629
18.18 , -0.752036 , 0.00289344
18.19 , -0.958221 , 0.00289727
18.2 , -1.16336 , 0.00289649
18.21 , -1.35363 , 0.00289141
18.22 , -1.51413 , 0.00288377
18.23 , -1.62959 , 0.00287618
18.24 , -1.68506 , 0.00287123
18.25 , -1.66668 , 0.0028706
18.26 , -1.56238 , 0.00287454
18.27 , -1.36256 , 0.00288173
18.28 , -1.06061 , 0.00288976
18.29 , -0.653334 , 0.00289595
18.3 , -0.141188 , 0.00289823
18.31 , 0.471632 , 0.00289584
18.32 , 1.17728 , 0.00288959
18.33 , 1.96453 , 0.0028816
18.34 , 2.81912 , 0.00287454
18.35 , 3.72432 , 0.00287081
18.36 , 4.6615 , 0.00287168
18.37 , 5.61074 , 0.00287695
18.38 , 6.55156 , 0.00288494
18.39 , 7.46349 , 0.00289315
18.4 , 8.32672 , 0.00289899
18.41 , 9.12264 , 0.00290066
18.42 , 9.83426 , 0.00289774
18.43 , 10.4466 , 0.0028912
18.44 , 10.947 , 0.00288317
18.45 , 11.3252 , 0.00287614
18.46 , 11.5737 , 0.00287219
18.47 , 11.6875 , 0.00287237
18.48 , 11.6642 , 0.0028764
18.49 , 11.5042 , 0.00288283
18.5 , 11.2102 , 0.00288955
18.51 , 10.7877 , 0.00289453
18.52 , 10.2442 , 0.0028964
18.53 , 9.58963 , 0.00289487
18.54 , 8.83598 , 0.00289072
18.55 , 7.99718 , 0.00288544
18.56 , 7.08893 , 0.00288074
18.57 , 6.12845 , 0.00287794
18.58 , 5.13419 , 0.00287763
18.59 , 4.12553 , 0.00287953
18.6 , 3.12236 , 0.00288273
18.61 , 2.14462 , 0.00288604
18.62 , 1.21187 , 0.00288845
18.63 , 0.342695 , 0.00288944
18.64 , -0.445762 , 0.00288905
18.65 , -1.13836 , 0.00288783
18.66 , -1.72243 , 0.00288648
18.67 , -2.18819 , 0.00288559
18.68 , -2.52911 , 0.00288538
18.69 , -2.7421 , 0.0028857
18.7 , -2.82765 , 0.00288612
18.71 , -2.78975 , 0.00288622
18.72 , -2.63576 , 0.00288576
18.73 , -2.37605 , 0.00288488
18.74 , -2.0236 , 0.00288401
18.75 , -1.59345 , 0.0028837
18.76 , -1.10208 , 0.00288432
18.77 , -0.566728 , 0.0028859
18.78 , -0.00475712 , 0.00288801
18.79 , 0.56703 , 0.0028899
18.8 , 1.13297 , 0.00289077
18.81 , 1.67907 , 0.00289011
18.82 , 2.19338 , 0.00288795
18.83 , 2.66629 , 0.00288495
18.84 , 3.09069 , 0.00288219
18.85 , 3.46194 , 0.00288083
18.86 , 3.7778 , 0.00288165
18.87 , 4.03814 , 0.00288474
18.88 , 4.24471 , 0.00288933
18.89 , 4.40068 , 0.002894
18.9 , 4.51025 , 0.00289713
18.91 , 4.57825 , 0.00289747
18.92 , 4.6097 , 0.00289458
18.93 , 4.60947 , 0.00288909
18.94 , 4.58198 , 0.00288256
18.95 , 4.53097 , 0.00287702
18.96 , 4.45937 , 0.00287432
18.97 , 4.36926 , 0.00287545
18.98 , 4.26187 , 0.0028802
18.99 , 4.13768 , 0.00288715
19 , 3.99662 , 0.00289409
19.01 , 3.83817 , 0.00289872
19.02 , 3.66163 , 0.00289945
19.03 , 3.4663 , 0.00289591
19.04 , 3.25171 , 0.0028892
19.05 , 3.0177 , 0.00288147
19.06 , 2.76464 , 0.00287532
19.07 , 2.49346 , 0.00287285
19.08 , 2.20569 , 0.00287502
19.09 , 1.90347 , 0.00288123
19.1 , 1.5895 , 0.0028895
19.11 , 1.26699 , 0.00289709
19.12 , 0.939547 , 0.00290144
19.13 , 0.611078 , 0.002901
19.14 , 0.285716 , 0.00289577
19.15 , -0.0322961 , 0.0028874
19.16 , -0.338674 , 0.00287863
19.17 , -0.629166 , 0.00287242
19.18 , -0.899604 , 0.00287095
19.19 , -1.14595 , 0.0028749
19.2 , -1.36433 , 0.00288317
19.21 , -1.55108 , 0.0028932
19.22 , -1.70278 , 0.00290177
19.23 , -1.81633 , 0.00290609
19.24 , -1.889 , 0.00290466
19.25 , -1.91855 , 0.0028978
19.26 , -1.90333 , 0.00288756
19.27 , -1.84239 , 0.00287711
19.28 , -1.73566 , 0.00286968
19.29 , -1.58406 , 0.00286754
19.3 , -1.38963 , 0.00287131
19.31 , -1.15565 , 0.00287973
19.32 , -0.886702 , 0.00289012
19.33 , -0.588689 , 0.0028992
19.34 , -0.26881 , 0.00290418
19.35 , 0.0645436 , 0.00290361
19.36 , 0.401953 , 0.00289784
19.37 , 0.73321 , 0.0028888
19.38 , 1.04761 , 0.00287942
19.39 , 1.33433 , 0.00287262
19.4 , 1.58276 , 0.00287039
19.41 , 1.78301 , 0.00287323
19.42 , 1.92625 , 0.00288002
19.43 , 2.00516 , 0.00288849
19.44 , 2.01428 , 0.00289598
19.45 , 1.95031 , 0.0029003
19.46 , 1.81236 , 0.00290044
19.47 , 1.60208 , 0.00289675
19.48 , 1.32368 , 0.00289077
19.49 , 0.983879 , 0.00288463
19.5 , 0.591727 , 0.00288028
19.51 , 0.158321 , 0.00287886
19.52 , -0.303564 , 0.00288043
19.53 , -0.779921 , 0.00288401
19.54 , -1.25601 , 0.00288808
19.55 , -1.71692 , 0.00289111
19.56 , -2.14807 , 0.00289219
19.57 , -2.53584 , 0.00289126
19.58 , -2.868 , 0.00288907
19.59 , -3.13421 , 0.00288682
19.6 , -3.3264 , 0.00288563
19.61 , -3.43906 , 0.00288607
19.62 , -3.46949 , 0.00288795
19.63 , -3.41782 , 0.00289036
19.64 , -3.28708 , 0.00289211
19.65 , -3.08308 , 0.00289216
19.66 , -2.81415 , 0.00289016
19.67 , -2.49095 , 0.00288657
19.68 , -2.12601 , 0.00288258
19.69 , -1.73337 , 0.00287967
19.7 , -1.32811 , 0.00287907
19.71 , -0.92586 , 0.00288123
19.72 , -0.542279 , 0.0028856
19.73 , -0.192614 , 0.00289078
19.74 , 0.10878 , 0.00289496
19.75 , 0.348854 , 0.00289656
19.76 , 0.516229 , 0.00289487
19.77 , 0.601497 , 0.00289028
19.78 , 0.597456 , 0.00288429
19.79 , 0.499268 , 0.00287897
19.8 , 0.304539 , 0.00287628
19.81 , 0.0133255 , 0.00287738
19.82 , -0.371937 , 0.00288211
19.83 , -0.846567 , 0.00288908
19.84 , -1.40384 , 0.00289602
19.85 , -2.03523 , 0.00290053
19.86 , -2.73072 , 0.00290097
19.87 , -3.4791 , 0.00289698
19.88 , -4.26832 , 0.0028897
19.89 , -5.08584 , 0.00288144
19.9 , -5.91898 , 0.00287489
19.91 , -6.7552 , 0.00287226
19.92 , -7.58244 , 0.00287451
19.93 , -8.38938 , 0.002881
19.94 , -9.16561 , 0.00288963
19.95 , -9.90186 , 0.00289759
19.96 , -10.5901 , 0.00290221
19.97 , -11.2235 , 0.00290192
19.98 , -11.7966 , 0.00289677
19.99 , -12.3054 , 0.00288843
20 , -12.7467 , 0.00287967
