  Tue 09-AUG-2011 09:42 Workspace: directbeam_new_hist
 
  175    0    0    0    1  175    0
         0         0         0         0
 3 (F12.5,2E16.6)
     0.85000    1.115401e-01    1.050710e-02
     0.95000    1.011787e-01    5.586561e-03
     1.05000    1.089627e-01    3.629964e-03
     1.15000    2.302595e-01    4.574013e-03
     1.25000    2.244667e-01    2.790279e-03
     1.35000    3.164775e-01    3.077510e-03
     1.45000    2.801478e-01    2.332436e-03
     1.55000    2.754268e-01    2.744801e-03
     1.65000    2.679293e-01    3.732108e-03
     1.75000    2.171672e-01    4.045745e-03
     1.85000    2.269798e-01    5.346770e-03
     1.95000    2.087266e-01    5.291522e-03
     2.05000    1.985541e-01    5.002581e-03
     2.15000    2.028447e-01    4.820271e-03
     2.25000    1.726521e-01    3.859072e-03
     2.35000    1.830102e-01    3.726311e-03
     2.45000    1.798866e-01    3.318533e-03
     2.55000    1.895463e-01    3.165315e-03
     2.65000    1.840933e-01    2.789661e-03
     2.75000    1.846901e-01    2.546425e-03
     2.85000    1.848253e-01    2.508568e-03
     2.95000    1.785921e-01    2.387341e-03
     3.05000    1.733436e-01    2.230307e-03
     3.15000    1.670723e-01    2.014397e-03
     3.25000    1.629762e-01    1.836736e-03
     3.35000    1.576539e-01    1.655434e-03
     3.45000    1.531785e-01    1.591934e-03
     3.55000    1.530533e-01    1.615469e-03
     3.65000    1.465600e-01    1.574774e-03
     3.75000    1.458916e-01    1.593001e-03
     3.85000    1.422418e-01    1.574694e-03
     3.95000    1.331084e-01    1.486632e-03
     4.05000    1.351310e-01    1.507280e-03
     4.15000    1.405463e-01    1.557541e-03
     4.25000    1.428416e-01    1.575102e-03
     4.35000    1.419113e-01    1.561344e-03
     4.45000    1.393241e-01    1.533040e-03
     4.55000    1.377455e-01    1.519920e-03
     4.65000    1.371201e-01    1.512470e-03
     4.75000    1.399961e-01    1.539794e-03
     4.85000    1.406188e-01    1.547997e-03
     4.95000    1.399793e-01    1.569889e-03
     5.05000    1.423823e-01    1.638220e-03
     5.15000    1.384175e-01    1.635382e-03
     5.25000    1.372031e-01    1.668329e-03
     5.35000    1.363457e-01    1.689789e-03
     5.45000    1.341298e-01    1.695673e-03
     5.55000    1.360670e-01    1.762910e-03
     5.65000    1.320317e-01    1.753086e-03
     5.75000    1.319614e-01    1.798634e-03
     5.85000    1.290553e-01    1.775547e-03
     5.95000    1.245976e-01    1.693787e-03
     6.05000    1.279946e-01    1.716593e-03
     6.15000    1.248950e-01    1.652067e-03
     6.25000    1.255396e-01    1.642005e-03
     6.35000    1.249489e-01    1.616681e-03
     6.45000    1.227758e-01    1.572412e-03
     6.55000    1.246076e-01    1.612733e-03
     6.65000    1.198448e-01    1.589306e-03
     6.75000    1.211655e-01    1.640324e-03
     6.85000    1.196961e-01    1.659724e-03
     6.95000    1.169470e-01    1.656428e-03
     7.05000    1.200196e-01    1.737565e-03
     7.15000    1.163511e-01    1.720522e-03
     7.25000    1.169449e-01    1.763935e-03
     7.35000    1.154480e-01    1.784443e-03
     7.45000    1.126212e-01    1.776754e-03
     7.55000    1.143371e-01    1.843617e-03
     7.65000    1.118815e-01    1.841268e-03
     7.75000    1.122129e-01    1.886000e-03
     7.85000    1.122510e-01    1.927590e-03
     7.95000    1.094771e-01    1.918914e-03
     8.05000    1.113148e-01    1.997020e-03
     8.15000    1.097329e-01    2.005543e-03
     8.25000    1.096004e-01    2.042877e-03
     8.35000    1.096236e-01    2.087002e-03
     8.45000    1.070247e-01    2.078329e-03
     8.55000    1.099976e-01    2.179978e-03
     8.65000    1.053860e-01    2.145076e-03
     8.75000    1.052647e-01    2.184281e-03
     8.85000    1.064792e-01    2.253092e-03
     8.95000    1.038748e-01    2.243421e-03
     9.05000    1.065356e-01    2.343962e-03
     9.15000    1.067171e-01    2.382594e-03
     9.25000    1.062745e-01    2.414058e-03
     9.35000    1.041773e-01    2.433031e-03
     9.45000    1.012121e-01    2.411473e-03
     9.55000    1.015160e-01    2.471437e-03
     9.65000    1.010807e-01    2.499679e-03
     9.75000    1.004614e-01    2.524147e-03
     9.85000    1.018356e-01    2.612243e-03
