655747325.450625	0.000000	24.000000	26.000000	0.000000
655747325.716250	0.296875	24.000000	26.000000	0.000000
655747325.997500	0.593750	24.000000	26.000000	0.000000
655747326.263125	0.906250	24.000000	26.000000	0.000000
655747326.544375	1.093750	24.000000	26.000000	0.000000
655747326.825625	1.406250	24.000000	26.000000	0.000000
655747327.091250	1.703125	24.000000	26.000000	0.000000
655747327.372500	2.000000	24.000000	26.000000	0.000000
655747327.638125	2.203125	24.000000	26.000000	0.000000
655747327.919375	2.500000	24.000000	26.000000	0.000000
655747328.200625	2.796875	24.000000	26.000000	0.000000
655747328.466250	3.093750	24.000000	26.000000	0.000000
655747328.747500	3.296875	24.000000	26.000000	0.000000
655747329.013125	3.593750	24.000000	26.000000	0.000000
655747329.294375	3.906250	24.000000	26.000000	0.000000
655747329.575625	4.203125	24.000000	26.000000	0.000000
655747329.841250	4.406250	24.000000	26.000000	0.000000
655747330.122500	4.703125	24.000000	26.000000	0.000000
655747330.388125	5.000000	24.000000	26.000000	0.000000
655747330.669375	5.296875	24.000000	26.000000	0.000000
655747330.950625	5.500000	24.000000	26.000000	0.000000
655747331.403750	5.796875	24.000000	26.000000	0.000000
655747331.669375	6.296875	24.000000	26.000000	0.000000
655747331.935000	6.500000	24.000000	26.000000	0.000000
655747332.216250	6.796875	24.000000	26.000000	0.000000
655747332.497500	7.093750	24.000000	26.000000	0.000000
655747332.763125	7.406250	24.000000	26.000000	0.000000
655747333.044375	7.593750	24.000000	26.000000	0.000000
655747333.325625	7.906250	24.000000	26.000000	0.000000
655747333.591250	8.203125	24.000000	26.000000	0.000000
655747333.872500	8.500000	24.000000	26.000000	0.000000
655747334.138125	8.703125	24.000000	26.000000	0.000000
655747334.419375	9.000000	24.000000	26.000000	0.000000
655747334.700625	9.296875	24.000000	26.000000	0.000000
655747334.966250	9.593750	24.000000	26.000000	0.000000
655747335.247500	9.796875	24.000000	26.000000	0.000000
655747335.513125	10.093750	24.000000	26.000000	0.000000
655747335.794375	10.406250	24.000000	26.000000	0.000000
655747336.075625	10.703125	24.000000	26.000000	0.000000
655747336.341250	10.906250	24.000000	26.000000	0.000000
655747336.622500	11.203125	24.000000	26.000000	0.000000
655747336.888125	11.500000	24.000000	26.000000	0.000000
655747337.169375	11.796875	24.000000	26.000000	0.000000
655747337.450625	12.000000	24.000000	26.000000	0.000000
655747337.716250	12.296875	24.000000	26.000000	0.000000
655747337.997500	12.593750	24.000000	26.000000	0.000000
655747338.263125	12.906250	24.000000	26.000000	0.000000
655747338.544375	13.093750	24.000000	26.000000	0.000000
655747338.825625	13.406250	24.000000	26.000000	0.000000
655747339.091250	13.703125	24.000000	26.000000	0.000000
655747339.372500	14.000000	24.000000	26.000000	0.000000
655747339.638125	14.203125	24.000000	26.000000	0.000000
655747339.919375	14.500000	24.000000	26.000000	0.000000
655747340.200625	14.796875	24.000000	26.000000	0.000000
655747340.466250	15.093750	24.000000	26.000000	0.000000
655747340.747500	15.296875	24.000000	26.000000	0.000000
655747341.013125	15.593750	24.000000	26.000000	0.000000
655747341.294375	15.906250	24.000000	26.000000	0.000000
655747341.575625	16.203125	24.000000	26.000000	0.000000
655747341.841250	16.406250	24.000000	26.000000	0.000000
655747342.122500	16.703125	24.000000	26.000000	0.000000
655747342.388125	17.000000	24.000000	26.000000	0.000000
655747342.669375	17.296875	24.000000	26.000000	0.000000
655747342.950625	17.500000	24.000000	26.000000	0.000000
655747343.216250	17.796875	24.000000	26.000000	0.000000
655747343.497500	18.093750	24.000000	26.000000	0.000000
655747343.763125	18.406250	24.000000	25.000000	0.000000
655747344.044375	18.593750	24.000000	25.000000	0.000000
655747344.325625	18.906250	24.000000	25.000000	0.000000
655747344.591250	19.203125	24.000000	25.000000	0.000000
655747344.872500	19.500000	24.000000	25.000000	0.000000
655747345.138125	19.703125	24.000000	25.000000	0.000000
655747345.419375	20.000000	24.000000	25.000000	0.000000
655747345.700625	20.296875	24.000000	25.000000	0.000000
655747345.966250	20.593750	24.000000	25.000000	0.000000
655747346.247500	20.796875	24.000000	25.000000	0.000000
655747346.513125	21.093750	24.000000	26.000000	0.000000
655747346.794375	21.406250	24.000000	26.000000	0.000000
655747347.075625	21.703125	24.000000	26.000000	0.000000
655747347.341250	21.906250	24.000000	26.000000	0.000000
655747347.622500	22.203125	24.000000	26.000000	0.000000
655747347.888125	22.500000	24.000000	26.000000	0.000000
655747348.169375	22.796875	24.000000	26.000000	0.000000
