RUN	IPTS	Title	Notes	Sample	StartTime	Duration	ProtonCharge	TotalCounts	Monitor1	Monitor2	X	Y	Z	O	HROT	BandCentre	BandWidth	Frequency	Guide	IX	IY	IZ	IHA	IVA	Collimator	MTSDisplacement	MTSForce	MTSStrain	MTSStress	MTSAngle	MTSTorque	MTSLaser	MTSlaserstrain	MTSDisplaceoffset	MTSAngleceoffset	MTST1	MTST2	MTST3	MTST4	FurnaceT	FurnaceOT	FurnacePower	VacT	VacOT
       54653	IPTS-11415	Align: Zr tension annealed sample	annealed	In forms of tube with the outside diameter of 9.5mm, and the wall thickness of 0.6mm.	2014-10-26 21:27:53.700019666	6.399893	8278475783.299655	522.000000	1192.000000	6875.000000	10.0	-124.801	-86.604	45.0	29.998279	2.7	2.88	30.0	181.991	200.0	-0.099884	0.000274	5.009583	5.002586	0.0	-7.633178	63.19142	-5.8e-05	1.526503	34.910278	4.453084	-0.022178	-1.000757	0.729729	-0.235601	1371.993048	1372.015589	909.974421	1266.218932	63232.0	0.0	0.0	63232.0	0.0
       54654	IPTS-11415	Zr tension annealed sample	annealed	In forms of tube with the outside diameter of 9.5mm, and the wall thickness of 0.6mm.	2014-10-26 21:38:06.739809666	44968.084473	8693637459567.980469	13254223.000000	1432413.000000	8335531.000000	-0.307	-124.801	-86.604	45.0	29.998279	2.7	2.88	30.0	181.991	200.0	-0.099884	0.000274	5.009583	5.002586	0.0	-7.606911	73.041722	-5.8e-05	1.65784	34.880727	4.682924	-0.022178	-1.000757	0.703461	-0.202767	1371.993048	1372.015589	909.974421	1266.218932	63232.0	0.0	0.0	63232.0	0.0
       54652	IPTS-11415	Align: Zr tension annealed sample	annealed	In forms of tube with the outside diameter of 9.5mm, and the wall thickness of 0.6mm.	2014-10-26 21:27:39.450256666	6.59989	8350964664.714411	639.000000	1231.000000	7152.000000	7.992	-124.801	-86.604	45.0	29.998279	2.7	2.88	30.0	181.991	200.0	-0.099884	0.000274	5.009583	5.002586	0.0	-7.603627	66.474854	-5.8e-05	1.526503	34.89386	4.453084	-0.022178	-1.000757	0.716595	-0.219184	1371.993048	1372.015589	909.974421	1266.218932	63232.0	0.0	0.0	63232.0	0.0
       54654	IPTS-11415	Zr tension annealed sample	annealed	In forms of tube with the outside diameter of 9.5mm, and the wall thickness of 0.6mm.	2014-10-26 21:38:06.739809666	44968.084473	8693637459567.980469	13254223.000000	1432413.000000	8335531.000000	-0.307	-124.801	-86.604	45.0	29.998279	2.7	2.88	30.0	181.991	200.0	-0.099884	0.000274	5.009583	5.002586	0.0	-7.606911	73.041722	-5.8e-05	1.65784	34.880727	4.682924	-0.022178	-1.000757	0.703461	-0.202767	1371.993048	1372.015589	909.974421	1266.218932	63232.0	0.0	0.0	63232.0	0.0
       54645	IPTS-11415	Align: Zr tension annealed sample	annealed	In forms of tube with the outside diameter of 9.5mm, and the wall thickness of 0.6mm.	2014-10-26 21:26:01.085228666	6.516557	8371502510.271967	2251.000000	1224.000000	7118.000000	-6.004	-124.801	-86.604	45.0	29.998279	2.7	2.88	30.0	181.991	200.0	-0.099884	0.000274	5.009583	5.002586	0.0	-7.620044	63.19142	-5.8e-05	1.65784	34.900427	4.617256	-0.022178	-1.000757	0.719878	-0.242168	1371.993048	1372.015589	909.974421	1266.218932	63232.0	0.0	0.0	63232.0	0.0
       54655	IPTS-11415	Zr compression offline testing	annealed	In forms of tube with the outside diameter of 9.5mm, and the wall thickness of 0.6mm.	2014-10-28 15:16:45.543185666	1201.57999	0.000000	3430.000000	8.000000	19.000000	-0.307	-124.801	-86.604	45.0	29.998279	2.7	2.88	30.0	181.991	400.0	-0.099884	0.000274	5.009583	5.002586	0.0	5.090129	-127.247758	-4.3e-05	-2.413618	34.903711	2.253183	-0.022178	-1.000757	0.755996	-0.199483	1371.993048	1372.015589	909.974421	1266.218932	63232.0	0.0	0.0	63232.0	0.0
       54656	IPTS-11415	Zr tension to failure offline testing	annealed	In forms of tube with the outside diameter of 9.5mm, and the wall thickness of 0.6mm.	2014-10-28 15:38:01.738599666	1652.289151	0.000000	4624.000000	7.000000	14.000000	-0.307	-124.801	-86.604	45.0	29.998279	2.7	2.88	30.0	181.991	400.0	-0.099884	0.000274	5.009583	5.002586	0.0	-4.888227	82.892025	-4.8e-05	0.935485	34.903711	2.171097	-0.022178	-1.000757	0.736295	-0.199483	1371.993048	1372.015589	909.974421	1266.218932	63232.0	0.0	0.0	63232.0	0.0
       54652	IPTS-11415	Align: Zr tension annealed sample	annealed	In forms of tube with the outside diameter of 9.5mm, and the wall thickness of 0.6mm.	2014-10-26 21:27:39.450256666	6.59989	8350964664.714411	639.000000	1231.000000	7152.000000	7.992	-124.801	-86.604	45.0	29.998279	2.7	2.88	30.0	181.991	200.0	-0.099884	0.000274	5.009583	5.002586	0.0	-7.603627	66.474854	-5.8e-05	1.526503	34.89386	4.453084	-0.022178	-1.000757	0.716595	-0.219184	1371.993048	1372.015589	909.974421	1266.218932	63232.0	0.0	0.0	63232.0	0.0
       54651	IPTS-11415	Align: Zr tension annealed sample	annealed	In forms of tube with the outside diameter of 9.5mm, and the wall thickness of 0.6mm.	2014-10-26 21:27:25.650486666	6.249895	8064067093.073390	1870.000000	1178.000000	6775.000000	5.997	-124.801	-86.604	45.0	29.998279	2.7	2.88	30.0	181.991	200.0	-0.099884	0.000274	5.009583	5.002586	0.0	-7.59706	79.60859	-5.8e-05	1.526503	34.929978	4.485918	-0.022178	-1.000757	0.690327	-0.212617	1371.993048	1372.015589	909.974421	1266.218932	63232.0	0.0	0.0	63232.0	0.0
       54653	IPTS-11415	Align: Zr tension annealed sample	annealed	In forms of tube with the outside diameter of 9.5mm, and the wall thickness of 0.6mm.	2014-10-26 21:27:53.700019666	6.399893	8278475783.299655	522.000000	1192.000000	6875.000000	10.0	-124.801	-86.604	45.0	29.998279	2.7	2.88	30.0	181.991	200.0	-0.099884	0.000274	5.009583	5.002586	0.0	-7.633178	63.19142	-5.8e-05	1.526503	34.910278	4.453084	-0.022178	-1.000757	0.729729	-0.235601	1371.993048	1372.015589	909.974421	1266.218932	63232.0	0.0	0.0	63232.0	0.0
       54654	IPTS-11415	Zr tension annealed sample	annealed	In forms of tube with the outside diameter of 9.5mm, and the wall thickness of 0.6mm.	2014-10-26 21:38:06.739809666	44968.084473	8693637459567.980469	13254223.000000	1432413.000000	8335531.000000	-0.307	-124.801	-86.604	45.0	29.998279	2.7	2.88	30.0	181.991	200.0	-0.099884	0.000274	5.009583	5.002586	0.0	-7.606911	73.041722	-5.8e-05	1.65784	34.880727	4.682924	-0.022178	-1.000757	0.703461	-0.202767	1371.993048	1372.015589	909.974421	1266.218932	63232.0	0.0	0.0	63232.0	0.0
       54649	IPTS-11415	Align: Zr tension annealed sample	annealed	In forms of tube with the outside diameter of 9.5mm, and the wall thickness of 0.6mm.	2014-10-26 21:26:57.384290666	6.466559	8382120475.289412	9916.000000	1194.000000	7027.000000	1.995	-124.801	-86.604	45.0	29.998279	2.7	2.88	30.0	181.991	200.0	-0.099884	0.000274	5.009583	5.002586	0.0	-7.600344	79.60859	-5.8e-05	1.526503	34.923411	4.387415	-0.022178	-1.000757	0.746146	-0.219184	1371.993048	1372.015589	909.974421	1266.218932	63232.0	0.0	0.0	63232.0	0.0
       54643	IPTS-11415	Align: Zr tension annealed sample	annealed	In forms of tube with the outside diameter of 9.5mm, and the wall thickness of 0.6mm.	2014-10-26 21:25:33.269024666	6.166564	7622350603.924133	330.000000	1057.000000	6396.000000	-9.992	-124.801	-86.604	45.0	29.998279	2.7	2.88	30.0	181.991	200.0	-0.099884	0.000274	5.009583	5.002586	0.0	-7.606911	76.325156	-5.8e-05	1.526503	34.913561	4.551587	-0.022178	-1.000757	0.719878	-0.2159	1371.993048	1372.015589	909.974421	1266.218932	63232.0	0.0	0.0	63232.0	0.0
       54650	IPTS-11415	Align: Zr tension annealed sample	annealed	In forms of tube with the outside diameter of 9.5mm, and the wall thickness of 0.6mm.	2014-10-26 21:27:11.467389666	6.516558	8411404691.287316	5831.000000	1242.000000	6991.000000	4.0	-124.801	-86.604	45.0	29.998279	2.7	2.88	30.0	181.991	200.0	-0.099884	0.000274	5.009583	5.002586	0.0	-7.616761	40.207381	-5.8e-05	1.65784	34.88401	4.584421	-0.022178	-1.000757	0.713311	-0.222467	1371.993048	1372.015589	909.974421	1266.218932	63232.0	0.0	0.0	63232.0	0.0
       54648	IPTS-11415	Align: Zr tension annealed sample	annealed	In forms of tube with the outside diameter of 9.5mm, and the wall thickness of 0.6mm.	2014-10-26 21:26:43.334524666	6.483225	8277503395.220264	12137.000000	1131.000000	7021.000000	0.0	-124.801	-86.604	45.0	29.998279	2.7	2.88	30.0	181.991	200.0	-0.099884	0.000274	5.009583	5.002586	0.0	-7.610194	63.19142	-5.8e-05	1.65784	34.916844	4.485918	-0.022178	-1.000757	0.726445	-0.225751	1371.993048	1372.015589	909.974421	1266.218932	63232.0	0.0	0.0	63232.0	0.0
       54647	IPTS-11415	Align: Zr tension annealed sample	annealed	In forms of tube with the outside diameter of 9.5mm, and the wall thickness of 0.6mm.	2014-10-26 21:26:29.384756666	6.399894	8198785784.770735	10250.000000	1213.000000	7005.000000	-2.0	-124.801	-86.604	45.0	29.998279	2.7	2.88	30.0	181.991	200.0	-0.099884	0.000274	5.009583	5.002586	0.0	-7.616761	112.442932	-5.8e-05	1.65784	34.926695	4.551587	-0.022178	-1.000757	0.736295	-0.212617	1371.993048	1372.015589	909.974421	1266.218932	63232.0	0.0	0.0	63232.0	0.0
       54646	IPTS-11415	Align: Zr tension annealed sample	annealed	In forms of tube with the outside diameter of 9.5mm, and the wall thickness of 0.6mm.	2014-10-26 21:26:15.184993666	6.499891	8395386379.561387	5952.000000	1239.000000	6926.000000	-4.0	-124.801	-86.604	45.0	29.998279	2.7	2.88	30.0	181.991	200.0	-0.099884	0.000274	5.009583	5.002586	0.0	-7.620044	73.041722	-5.8e-05	0.935485	34.933262	4.584421	-0.022178	-1.000757	0.693611	-0.189633	1371.993048	1372.015589	909.974421	1266.218932	63232.0	0.0	0.0	63232.0	0.0
       54646	IPTS-11415	Align: Zr tension annealed sample	annealed	In forms of tube with the outside diameter of 9.5mm, and the wall thickness of 0.6mm.	2014-10-26 21:26:15.184993666	6.499891	8395386379.561387	5952.000000	1239.000000	6926.000000	-4.0	-124.801	-86.604	45.0	29.998279	2.7	2.88	30.0	181.991	200.0	-0.099884	0.000274	5.009583	5.002586	0.0	-7.620044	73.041722	-5.8e-05	0.935485	34.933262	4.584421	-0.022178	-1.000757	0.693611	-0.189633	1371.993048	1372.015589	909.974421	1266.218932	63232.0	0.0	0.0	63232.0	0.0
       54644	IPTS-11415	Align: Zr tension annealed sample	annealed	In forms of tube with the outside diameter of 9.5mm, and the wall thickness of 0.6mm.	2014-10-26 21:25:47.085460666	6.449893	8281897244.160064	594.000000	1198.000000	6902.000000	-8.008	-124.801	-86.604	45.0	29.998279	2.7	2.88	30.0	181.991	200.0	-0.099884	0.000274	5.009583	5.002586	0.0	-7.633178	86.175459	-5.8e-05	1.592172	34.920128	4.633673	-0.022178	-1.000757	0.733012	-0.229034	1371.993048	1372.015589	909.974421	1266.218932	63232.0	0.0	0.0	63232.0	0.0
       54610	IPTS-11415	Align: V HI 30 Hz shifted to 2.70	config	In forms of tube with the outside diameter of 9.5mm, and the wall thickness of 0.6mm.	2014-10-24 22:22:26.856512666	6.499892	8169840933.987871	180.000000	1204.000000	6835.000000	9.997	-123.001	-86.903	45.0	29.998279	2.7	2.88	30.0	181.991	200.0	-0.099884	0.000274	5.009583	5.002586	0.0	44.974003	-48.44534	0.000243	-1.362919	34.969379	3.484471	-0.022178	-1.000757	0.677194	-0.229034	1371.993048	1372.015589	909.974421	1266.218932	63232.0	0.0	0.0	63232.0	0.0
       54609	IPTS-11415	Align: V HI 30 Hz shifted to 2.70	config	In forms of tube with the outside diameter of 9.5mm, and the wall thickness of 0.6mm.	2014-10-24 22:22:12.773414666	6.499891	8267360550.235025	148.000000	1216.000000	6904.000000	7.99	-123.001	-86.903	45.0	29.998279	2.7	2.88	30.0	181.991	200.0	-0.099884	0.000274	5.009583	5.002586	0.0	45.003554	-35.311603	0.000243	-0.903238	34.966096	3.632226	-0.022178	-1.000757	0.650926	-0.245451	1371.993048	1372.015589	909.974421	1266.218932	63232.0	0.0	0.0	63232.0	0.0
       54608	IPTS-11415	Align: V HI 30 Hz shifted to 2.70	config	In forms of tube with the outside diameter of 9.5mm, and the wall thickness of 0.6mm.	2014-10-24 22:21:58.756980666	6.499892	8261296461.569145	424.000000	1165.000000	6845.000000	5.997	-123.001	-86.903	45.0	29.998279	2.7	2.88	30.0	181.991	200.0	-0.099884	0.000274	5.009583	5.002586	0.0	45.003554	-41.878472	0.000243	-1.100244	34.966096	3.632226	-0.022178	-1.000757	0.647643	-0.209334	1371.993048	1372.015589	909.974421	1266.218932	63232.0	0.0	0.0	63232.0	0.0
       54607	IPTS-11415	Align: V HI 30 Hz shifted to 2.70	config	In forms of tube with the outside diameter of 9.5mm, and the wall thickness of 0.6mm.	2014-10-24 22:21:44.723881666	6.483225	8160960642.271675	2358.000000	1193.000000	6873.000000	3.997	-123.001	-86.903	45.0	29.998279	2.7	2.88	30.0	181.991	200.0	-0.099884	0.000274	5.009583	5.002586	0.0	44.954303	-51.728774	0.000243	-0.837569	34.956246	3.648643	-0.022178	-1.000757	0.687044	-0.265152	1371.993048	1372.015589	909.974421	1266.218932	63232.0	0.0	0.0	63232.0	0.0
       54606	IPTS-11415	Align: V HI 30 Hz shifted to 2.70	config	In forms of tube with the outside diameter of 9.5mm, and the wall thickness of 0.6mm.	2014-10-24 22:21:30.674115666	6.449892	8157025818.945840	6837.000000	1186.000000	6829.000000	1.997	-123.001	-86.903	45.0	29.998279	2.7	2.88	30.0	181.991	200.0	-0.099884	0.000274	5.009583	5.002586	0.0	44.964153	-35.311603	0.000243	-0.903238	34.949679	3.714311	-0.022178	-1.000757	0.680477	-0.248735	1371.993048	1372.015589	909.974421	1266.218932	63232.0	0.0	0.0	63232.0	0.0
       54605	IPTS-11415	Align: V HI 30 Hz shifted to 2.70	config	In forms of tube with the outside diameter of 9.5mm, and the wall thickness of 0.6mm.	2014-10-24 22:21:16.691014666	6.349894	8190627064.323052	8220.000000	1167.000000	6776.000000	-0.004	-123.001	-86.903	45.0	29.998279	2.7	2.88	30.0	181.991	200.0	-0.099884	0.000274	5.009583	5.002586	0.0	44.983853	-32.028169	0.000243	-0.968907	34.972663	3.451637	-0.022178	-1.000757	0.693611	-0.258585	1371.993048	1372.015589	909.974421	1266.218932	63232.0	0.0	0.0	63232.0	0.0
       54604	IPTS-11415	Align: V HI 30 Hz shifted to 2.70	config	In forms of tube with the outside diameter of 9.5mm, and the wall thickness of 0.6mm.	2014-10-24 22:21:02.707914666	6.233229	7950510916.998610	6549.000000	1204.000000	6595.000000	-2.003	-123.001	-86.903	45.0	29.998279	2.7	2.88	30.0	181.991	200.0	-0.099884	0.000274	5.009583	5.002586	0.0	44.974003	-38.595038	0.000243	-1.231582	34.962813	3.55014	-0.022178	-1.000757	0.66406	-0.232318	1371.993048	1372.015589	909.974421	1266.218932	63232.0	0.0	0.0	63232.0	0.0
       54602	IPTS-11415	Align: V HI 30 Hz shifted to 2.70	config	In forms of tube with the outside diameter of 9.5mm, and the wall thickness of 0.6mm.	2014-10-24 22:20:34.408385666	6.483225	8170533081.283792	762.000000	1215.000000	7054.000000	-6.0	-123.001	-86.903	45.0	29.998279	2.7	2.88	30.0	181.991	200.0	-0.099884	0.000274	5.009583	5.002586	0.0	44.977287	-35.311603	0.000243	-1.428588	34.969379	3.566557	-0.022178	-1.000757	0.710028	-0.255302	1371.993048	1372.015589	909.974421	1266.218932	63232.0	0.0	0.0	63232.0	0.0
       54601	IPTS-11415	Align: V HI 30 Hz shifted to 2.70	config	In forms of tube with the outside diameter of 9.5mm, and the wall thickness of 0.6mm.	2014-10-24 22:20:20.341953666	6.466559	8173774156.603031	169.000000	1243.000000	6790.000000	-8.003	-123.001	-86.903	45.0	29.998279	2.7	2.88	30.0	181.991	200.0	-0.099884	0.000274	5.009583	5.002586	0.0	44.98057	-45.161906	0.000243	-0.509226	34.926695	3.829232	-0.022178	-1.000757	0.66406	-0.258585	1371.993048	1372.015589	909.974421	1266.218932	63232.0	0.0	0.0	63232.0	0.0
       54600	IPTS-11415	Align: V HI 30 Hz shifted to 2.70	config	In forms of tube with the outside diameter of 9.5mm, and the wall thickness of 0.6mm.	2014-10-24 22:20:06.342186666	6.383227	8202948563.848622	111.000000	1200.000000	6795.000000	-9.998	-123.001	-86.903	45.0	29.998279	2.7	2.88	30.0	181.991	200.0	-0.099884	0.000274	5.009583	5.002586	0.0	45.003554	-41.878472	0.000243	-0.968907	34.933262	3.829232	-0.022178	-1.000757	0.660776	-0.258585	1371.993048	1372.015589	909.974421	1266.218932	63232.0	0.0	0.0	63232.0	0.0
54597	IPTS-11415	Zr LCF 0.02 strain amplitude as received	as received	0.0	2014-10-24 16:20:04.918585666	900.851665	1.17374551684e+12	0.0	0.0	0.0	-0.271	-123.001	-86.598	45.0	29.998279	2.7	2.88	30.0	181.991	200.0	-0.099884	0.000274	5.009583	5.002586	0.0	5.953672	-12.327565	-0.000132	-0.246551	34.966096	5.027685	-0.022178	-1.000757	0.831515	-0.32097	1371.993048	1372.015589	909.974421	1266.218932	63232.0	0.0	0.0	63232.0	0.0
       54611	IPTS-11415	V HI 30 Hz shifted to 2.70	config	In forms of tube with the outside diameter of 9.5mm, and the wall thickness of 0.6mm.	2014-10-24 22:23:27.455503666	34632.83992	43915523372517.781250	53532840.000000	7274780.000000	42012789.000000	-0.288	-123.001	-86.903	45.0	29.998279	2.7	2.88	30.0	181.991	200.0	-0.099884	0.000274	5.009583	5.002586	0.0	45.128325	-48.44534	0.000243	-0.771901	34.946395	3.500888	-0.022178	-1.000757	0.703461	-0.271719	1371.993048	1372.015589	909.974421	1266.218932	63232.0	0.0	0.0	63232.0	0.0
       54596	IPTS-11415	Zr LCF 0.02 strain amplitude as received	as received	In forms of tube with the outside diameter of 9.5mm, and the wall thickness of 0.6mm.	2014-10-24 16:10:02.745280666	595.840077	775419951198.273315	1200514.000000	128509.000000	741604.000000	-0.271	-123.001	-86.598	45.0	29.998279	2.7	2.88	30.0	181.991	200.0	-0.099884	0.000274	5.009583	5.002586	0.0	5.943822	-12.327565	-3.3e-05	-0.377889	35.008781	4.994851	-0.022178	-1.000757	0.801964	-0.271719	1371.993048	1372.015589	909.974421	1266.218932	63232.0	0.0	0.0	63232.0	0.0
       54598	IPTS-11415	Zr LCF 0.02 strain amplitude as received	as received	In forms of tube with the outside diameter of 9.5mm, and the wall thickness of 0.6mm.	2014-10-24 16:35:12.236809666	7201.21341	9393216053198.556641	14610775.000000	1552098.000000	8999157.000000	-0.271	-123.001	-86.598	45.0	29.998279	2.7	2.88	30.0	181.991	200.0	-0.099884	0.000274	5.009583	5.002586	0.0	6.718712	30746.883178	0.020012	611.391555	34.97923	4.206827	-0.022178	-1.000757	0.811814	-0.288136	1371.993048	1372.015589	909.974421	1266.218932	63232.0	0.0	0.0	63232.0	0.0
       54599	IPTS-11415	Zr LCF 0.02 strain amplitude as received	as received	In forms of tube with the outside diameter of 9.5mm, and the wall thickness of 0.6mm.	2014-10-24 18:35:19.933444666	12508.791689	15735934712371.089844	14475298.000000	2610493.000000	15059672.000000	-0.271	-123.001	-86.598	45.0	29.998279	2.7	2.88	30.0	181.991	200.0	-0.099884	0.000274	5.009583	5.002586	0.0	6.794231	33035.436753	0.019948	657.425301	34.975946	3.763563	-0.022178	-1.000757	0.834798	-0.284853	1371.993048	1372.015589	909.974421	1266.218932	63232.0	0.0	0.0	63232.0	0.0
       54595	IPTS-11415	Align: Zr LCF 0.02 strain amplitude as received	as received	In forms of tube with the outside diameter of 9.5mm, and the wall thickness of 0.6mm.	2014-10-24 16:04:03.284599666	6.499892	8161483972.799033	369.000000	1232.000000	6836.000000	10.0	-123.001	-86.598	45.0	29.998279	2.7	2.88	30.0	181.991	200.0	-0.099884	0.000274	5.009583	5.002586	0.0	5.953672	-22.177867	-3.3e-05	-0.115214	34.992363	4.962016	-0.022178	-1.000757	0.801964	-0.288136	1371.993048	1372.015589	909.974421	1266.218932	63232.0	0.0	0.0	63232.0	0.0
       54594	IPTS-11415	Align: Zr LCF 0.02 strain amplitude as received	as received	In forms of tube with the outside diameter of 9.5mm, and the wall thickness of 0.6mm.	2014-10-24 16:03:49.084836666	6.583223	8384140091.948212	560.000000	1190.000000	6926.000000	7.991	-123.001	-86.598	45.0	29.998279	2.7	2.88	30.0	181.991	200.0	-0.099884	0.000274	5.009583	5.002586	0.0	5.950389	-9.044131	-3.3e-05	-0.31222	34.982513	4.978434	-0.022178	-1.000757	0.831515	-0.281569	1371.993048	1372.015589	909.974421	1266.218932	63232.0	0.0	0.0	63232.0	0.0
       54592	IPTS-11415	Align: Zr LCF 0.02 strain amplitude as received	as received	In forms of tube with the outside diameter of 9.5mm, and the wall thickness of 0.6mm.	2014-10-24 16:03:21.118635666	6.383227	8053329365.793615	5915.000000	1223.000000	6815.000000	4.0	-123.001	-86.598	45.0	29.998279	2.7	2.88	30.0	181.991	200.0	-0.099884	0.000274	5.009583	5.002586	0.0	5.970089	7.37304	-3.3e-05	-0.377889	34.966096	5.076937	-0.022178	-1.000757	0.824948	-0.307837	1371.993048	1372.015589	909.974421	1266.218932	63232.0	0.0	0.0	63232.0	0.0
       54593	IPTS-11415	Align: Zr LCF 0.02 strain amplitude as received	as received	In forms of tube with the outside diameter of 9.5mm, and the wall thickness of 0.6mm.	2014-10-24 16:03:35.101735666	6.483225	8257525056.251325	2019.000000	1202.000000	6960.000000	6.0	-123.001	-86.598	45.0	29.998279	2.7	2.88	30.0	181.991	200.0	-0.099884	0.000274	5.009583	5.002586	0.0	5.947105	-9.044131	-3.3e-05	-0.31222	35.005497	4.978434	-0.022178	-1.000757	0.824948	-0.278286	1371.993048	1372.015589	909.974421	1266.218932	63232.0	0.0	0.0	63232.0	0.0
       54591	IPTS-11415	Align: Zr LCF 0.02 strain amplitude as received	as received	In forms of tube with the outside diameter of 9.5mm, and the wall thickness of 0.6mm.	2014-10-24 16:03:07.052202666	6.466559	8287466160.254553	10292.000000	1169.000000	6997.000000	2.0	-123.001	-86.598	45.0	29.998279	2.7	2.88	30.0	181.991	200.0	-0.099884	0.000274	5.009583	5.002586	0.0	5.950389	-2.477262	-3.3e-05	-0.443557	34.985797	5.093354	-0.022178	-1.000757	0.792114	-0.258585	1371.993048	1372.015589	909.974421	1266.218932	63232.0	0.0	0.0	63232.0	0.0
       54590	IPTS-11415	Align: Zr LCF 0.02 strain amplitude as received	as received	In forms of tube with the outside diameter of 9.5mm, and the wall thickness of 0.6mm.	2014-10-24 16:02:53.019102666	6.41656	8066076392.424293	12160.000000	1144.000000	6822.000000	0.0	-123.001	-86.598	45.0	29.998279	2.7	2.88	30.0	181.991	200.0	-0.099884	0.000274	5.009583	5.002586	0.0	5.973373	-9.044131	-3.3e-05	-0.640563	34.972663	5.044102	-0.022178	-1.000757	0.805248	-0.255302	1371.993048	1372.015589	909.974421	1266.218932	63232.0	0.0	0.0	63232.0	0.0
       54589	IPTS-11415	Align: Zr LCF 0.02 strain amplitude as received	as received	In forms of tube with the outside diameter of 9.5mm, and the wall thickness of 0.6mm.	2014-10-24 16:02:39.002669666	6.383227	8057989354.711026	10189.000000	1154.000000	6801.000000	-2.0	-123.001	-86.598	45.0	29.998279	2.7	2.88	30.0	181.991	200.0	-0.099884	0.000274	5.009583	5.002586	0.0	5.947105	-9.044131	-3.3e-05	-0.443557	34.962813	5.126188	-0.022178	-1.000757	0.795397	-0.275002	1371.993048	1372.015589	909.974421	1266.218932	63232.0	0.0	0.0	63232.0	0.0
       54588	IPTS-11415	Align: Zr LCF 0.02 strain amplitude as received	as received	In forms of tube with the outside diameter of 9.5mm, and the wall thickness of 0.6mm.	2014-10-24 16:02:24.886237666	6.383227	8036034821.998328	6410.000000	1123.000000	6823.000000	-4.0	-123.001	-86.598	45.0	29.998279	2.7	2.88	30.0	181.991	200.0	-0.099884	0.000274	5.009583	5.002586	0.0	5.956956	-9.044131	-3.3e-05	-0.443557	34.995647	5.011268	-0.022178	-1.000757	0.828232	-0.278286	1371.993048	1372.015589	909.974421	1266.218932	63232.0	0.0	0.0	63232.0	0.0
       54587	IPTS-11415	Align: Zr LCF 0.02 strain amplitude as received	as received	In forms of tube with the outside diameter of 9.5mm, and the wall thickness of 0.6mm.	2014-10-24 16:02:10.869804666	6.366561	7999738139.915280	2615.000000	1139.000000	6869.000000	-6.005	-123.001	-86.598	45.0	29.998279	2.7	2.88	30.0	181.991	200.0	-0.099884	0.000274	5.009583	5.002586	0.0	5.917554	-12.327565	-3.3e-05	-0.115214	34.969379	5.191857	-0.022178	-1.000757	0.805248	-0.291419	1371.993048	1372.015589	909.974421	1266.218932	63232.0	0.0	0.0	63232.0	0.0
       54586	IPTS-11415	Align: Zr LCF 0.02 strain amplitude as received	as received	In forms of tube with the outside diameter of 9.5mm, and the wall thickness of 0.6mm.	2014-10-24 16:01:56.603376666	6.616556	8332933328.347281	821.000000	1174.000000	6849.000000	-8.009	-123.001	-86.598	45.0	29.998279	2.7	2.88	30.0	181.991	200.0	-0.099884	0.000274	5.009583	5.002586	0.0	5.950389	-35.311603	-3.3e-05	0.213129	34.956246	5.159022	-0.022178	-1.000757	0.805248	-0.297986	1371.993048	1372.015589	909.974421	1266.218932	63232.0	0.0	0.0	63232.0	0.0
       54585	IPTS-11415	Align: Zr LCF 0.02 strain amplitude as received	as received	In forms of tube with the outside diameter of 9.5mm, and the wall thickness of 0.6mm.	2014-10-24 16:01:42.786939666	6.383227	8031537407.077848	373.000000	1104.000000	6742.000000	-9.998	-123.001	-86.598	45.0	29.998279	2.7	2.88	30.0	181.991	200.0	-0.099884	0.000274	5.009583	5.002586	0.0	5.943822	-22.177867	-3.3e-05	-0.443557	34.966096	5.109771	-0.022178	-1.000757	0.811814	-0.291419	1371.993048	1372.015589	909.974421	1266.218932	63232.0	0.0	0.0	63232.0	0.0
       54584	IPTS-11415	test	real time	In forms of tube with the outside diameter of 9.5mm, and the wall thickness of 0.6mm.	2014-10-24 15:26:04.139221666	53.999101	70236199637.292877	103520.000000	11231.000000	65448.000000	-0.226	-125.001	-86.598	45.0	29.998279	2.7	2.88	30.0	181.991	200.0	-0.099884	0.000274	5.009583	5.002586	0.0	-5.075383	30454.657542	0.01984	606.66341	34.985797	4.272495	-0.022178	-1.000757	0.824948	-0.278286	1371.993048	1372.015589	909.974421	1266.218932	63232.0	0.0	0.0	63232.0	0.0
       54583	IPTS-11415	test	real time	In forms of tube with the outside diameter of 9.5mm, and the wall thickness of 0.6mm.	2014-10-24 15:24:52.940407666	60.83232	79115366475.889465	118354.000000	12895.000000	74526.000000	-0.226	-125.001	-86.598	45.0	29.998279	2.7	2.88	30.0	181.991	200.0	-0.099884	0.000274	5.009583	5.002586	0.0	-5.058966	31965.037233	0.019943	635.294955	35.002214	4.30533	-0.022178	-1.000757	0.805248	-0.261869	1371.993048	1372.015589	909.974421	1266.218932	63232.0	0.0	0.0	63232.0	0.0
